Kód okresu,Kód obce,Názov okresu,Názov obce,Pohlavie,Ekonomické vekové skupiny,abs.
SK0212,SK0212503789,Okres Galanta,Hoste,žena,poproduktívny vek (65 a viac rokov),48
SK0212,SK0212503827,Okres Galanta,Jánovce (Okres Galanta),muž,predproduktívny vek (0-14 rokov),42
SK0212,SK0212503827,Okres Galanta,Jánovce (Okres Galanta),muž,produktívny vek (15-64 rokov),155
SK0212,SK0212503827,Okres Galanta,Jánovce (Okres Galanta),muž,poproduktívny vek (65 a viac rokov),38
SK0212,SK0212503827,Okres Galanta,Jánovce (Okres Galanta),žena,predproduktívny vek (0-14 rokov),35
SK0212,SK0212503827,Okres Galanta,Jánovce (Okres Galanta),žena,produktívny vek (15-64 rokov),174
SK0212,SK0212503827,Okres Galanta,Jánovce (Okres Galanta),žena,poproduktívny vek (65 a viac rokov),48
SK0212,SK0212503835,Okres Galanta,Jelka,muž,predproduktívny vek (0-14 rokov),301
SK0212,SK0212503835,Okres Galanta,Jelka,muž,produktívny vek (15-64 rokov),1471
SK0212,SK0212503835,Okres Galanta,Jelka,muž,poproduktívny vek (65 a viac rokov),236
SK0212,SK0212503835,Okres Galanta,Jelka,žena,predproduktívny vek (0-14 rokov),331
SK0212,SK0212503835,Okres Galanta,Jelka,žena,produktívny vek (15-64 rokov),1332
SK0212,SK0212503835,Okres Galanta,Jelka,žena,poproduktívny vek (65 a viac rokov),371
SK0212,SK0212503843,Okres Galanta,Kajal,muž,predproduktívny vek (0-14 rokov),128
SK0212,SK0212503843,Okres Galanta,Kajal,muž,produktívny vek (15-64 rokov),566
SK0212,SK0212503843,Okres Galanta,Kajal,muž,poproduktívny vek (65 a viac rokov),115
SK0212,SK0212503843,Okres Galanta,Kajal,žena,predproduktívny vek (0-14 rokov),123
SK0212,SK0212503843,Okres Galanta,Kajal,žena,produktívny vek (15-64 rokov),487
SK0212,SK0212503843,Okres Galanta,Kajal,žena,poproduktívny vek (65 a viac rokov),135
SK0212,SK0212503860,Okres Galanta,Košúty,muž,predproduktívny vek (0-14 rokov),148
SK0212,SK0212503860,Okres Galanta,Košúty,muž,produktívny vek (15-64 rokov),600
SK0212,SK0212503860,Okres Galanta,Košúty,muž,poproduktívny vek (65 a viac rokov),121
SK0212,SK0212503860,Okres Galanta,Košúty,žena,predproduktívny vek (0-14 rokov),137
SK0212,SK0212503860,Okres Galanta,Košúty,žena,produktívny vek (15-64 rokov),611
SK0212,SK0212503860,Okres Galanta,Košúty,žena,poproduktívny vek (65 a viac rokov),176
SK0212,SK0212503878,Okres Galanta,Kráľov Brod,muž,predproduktívny vek (0-14 rokov),63
SK0212,SK0212503878,Okres Galanta,Kráľov Brod,muž,produktívny vek (15-64 rokov),370
SK0212,SK0212503878,Okres Galanta,Kráľov Brod,muž,poproduktívny vek (65 a viac rokov),85
SK0212,SK0212503878,Okres Galanta,Kráľov Brod,žena,predproduktívny vek (0-14 rokov),58
SK0212,SK0212503878,Okres Galanta,Kráľov Brod,žena,produktívny vek (15-64 rokov),363
SK0212,SK0212503878,Okres Galanta,Kráľov Brod,žena,poproduktívny vek (65 a viac rokov),119
SK0212,SK0212503924,Okres Galanta,Mostová,muž,predproduktívny vek (0-14 rokov),114
SK0212,SK0212503924,Okres Galanta,Mostová,muž,produktívny vek (15-64 rokov),565
SK0212,SK0212503924,Okres Galanta,Mostová,muž,poproduktívny vek (65 a viac rokov),110
SK0212,SK0212503924,Okres Galanta,Mostová,žena,predproduktívny vek (0-14 rokov),101
SK0212,SK0212503924,Okres Galanta,Mostová,žena,produktívny vek (15-64 rokov),523
SK0212,SK0212503924,Okres Galanta,Mostová,žena,poproduktívny vek (65 a viac rokov),165
SK0212,SK0212503959,Okres Galanta,Pata,muž,predproduktívny vek (0-14 rokov),260
SK0212,SK0212503959,Okres Galanta,Pata,muž,produktívny vek (15-64 rokov),1114
SK0212,SK0212503959,Okres Galanta,Pata,muž,poproduktívny vek (65 a viac rokov),199
SK0212,SK0212503959,Okres Galanta,Pata,žena,predproduktívny vek (0-14 rokov),266
SK0212,SK0212503959,Okres Galanta,Pata,žena,produktívny vek (15-64 rokov),1105
SK0212,SK0212503959,Okres Galanta,Pata,žena,poproduktívny vek (65 a viac rokov),309
SK0212,SK0212503967,Okres Galanta,Pusté Sady,muž,predproduktívny vek (0-14 rokov),47
SK0212,SK0212503967,Okres Galanta,Pusté Sady,muž,produktívny vek (15-64 rokov),214
SK0212,SK0212503967,Okres Galanta,Pusté Sady,muž,poproduktívny vek (65 a viac rokov),50
SK0212,SK0212503967,Okres Galanta,Pusté Sady,žena,predproduktívny vek (0-14 rokov),39
SK0212,SK0212503967,Okres Galanta,Pusté Sady,žena,produktívny vek (15-64 rokov),190
SK0212,SK0212503967,Okres Galanta,Pusté Sady,žena,poproduktívny vek (65 a viac rokov),65
SK0212,SK0212503975,Okres Galanta,Pusté Úľany,muž,predproduktívny vek (0-14 rokov),164
SK0212,SK0212503975,Okres Galanta,Pusté Úľany,muž,produktívny vek (15-64 rokov),584
SK0212,SK0212503975,Okres Galanta,Pusté Úľany,muž,poproduktívny vek (65 a viac rokov),135
SK0212,SK0212503975,Okres Galanta,Pusté Úľany,žena,predproduktívny vek (0-14 rokov),152
SK0212,SK0212503975,Okres Galanta,Pusté Úľany,žena,produktívny vek (15-64 rokov),617
SK0212,SK0212503975,Okres Galanta,Pusté Úľany,žena,poproduktívny vek (65 a viac rokov),172
SK0212,SK0212504009,Okres Galanta,Sereď,muž,predproduktívny vek (0-14 rokov),1120
SK0212,SK0212504009,Okres Galanta,Sereď,muž,produktívny vek (15-64 rokov),5456
SK0212,SK0212504009,Okres Galanta,Sereď,muž,poproduktívny vek (65 a viac rokov),1107
SK0212,SK0212504009,Okres Galanta,Sereď,žena,predproduktívny vek (0-14 rokov),1041
SK0212,SK0212504009,Okres Galanta,Sereď,žena,produktívny vek (15-64 rokov),5337
SK0212,SK0212504009,Okres Galanta,Sereď,žena,poproduktívny vek (65 a viac rokov),1676
SK0212,SK0212504017,Okres Galanta,Sládkovičovo,muž,predproduktívny vek (0-14 rokov),407
SK0212,SK0212504017,Okres Galanta,Sládkovičovo,muž,produktívny vek (15-64 rokov),1852
SK0212,SK0212504017,Okres Galanta,Sládkovičovo,muž,poproduktívny vek (65 a viac rokov),357
SK0212,SK0212504017,Okres Galanta,Sládkovičovo,žena,predproduktívny vek (0-14 rokov),392
SK0212,SK0212504017,Okres Galanta,Sládkovičovo,žena,produktívny vek (15-64 rokov),1860
SK0212,SK0212504017,Okres Galanta,Sládkovičovo,žena,poproduktívny vek (65 a viac rokov),547
SK0212,SK0212504033,Okres Galanta,Šalgočka,muž,predproduktívny vek (0-14 rokov),41
SK0212,SK0212504033,Okres Galanta,Šalgočka,muž,produktívny vek (15-64 rokov),164
SK0212,SK0212504033,Okres Galanta,Šalgočka,muž,poproduktívny vek (65 a viac rokov),23
SK0212,SK0212504033,Okres Galanta,Šalgočka,žena,predproduktívny vek (0-14 rokov),36
SK0212,SK0212504033,Okres Galanta,Šalgočka,žena,produktívny vek (15-64 rokov),161
SK0212,SK0212504033,Okres Galanta,Šalgočka,žena,poproduktívny vek (65 a viac rokov),40
SK0212,SK0212504041,Okres Galanta,Šintava,muž,predproduktívny vek (0-14 rokov),137
SK0212,SK0212504041,Okres Galanta,Šintava,muž,produktívny vek (15-64 rokov),592
SK0212,SK0212504041,Okres Galanta,Šintava,muž,poproduktívny vek (65 a viac rokov),140
SK0212,SK0212504041,Okres Galanta,Šintava,žena,predproduktívny vek (0-14 rokov),118
SK0212,SK0212504041,Okres Galanta,Šintava,žena,produktívny vek (15-64 rokov),595
SK0212,SK0212504041,Okres Galanta,Šintava,žena,poproduktívny vek (65 a viac rokov),172
SK0212,SK0212504050,Okres Galanta,Šoporňa,muž,predproduktívny vek (0-14 rokov),310
SK0212,SK0212504050,Okres Galanta,Šoporňa,muž,produktívny vek (15-64 rokov),1480
SK0212,SK0212504050,Okres Galanta,Šoporňa,muž,poproduktívny vek (65 a viac rokov),303
SK0212,SK0212504050,Okres Galanta,Šoporňa,žena,predproduktívny vek (0-14 rokov),251
SK0212,SK0212504050,Okres Galanta,Šoporňa,žena,produktívny vek (15-64 rokov),1301
SK0212,SK0212504050,Okres Galanta,Šoporňa,žena,poproduktívny vek (65 a viac rokov),436
SK0212,SK0212504076,Okres Galanta,Tomášikovo,muž,predproduktívny vek (0-14 rokov),146
SK0212,SK0212504076,Okres Galanta,Tomášikovo,muž,produktívny vek (15-64 rokov),608
SK0212,SK0212504076,Okres Galanta,Tomášikovo,muž,poproduktívny vek (65 a viac rokov),92
SK0212,SK0212504076,Okres Galanta,Tomášikovo,žena,predproduktívny vek (0-14 rokov),176
SK0212,SK0212504076,Okres Galanta,Tomášikovo,žena,produktívny vek (15-64 rokov),593
SK0212,SK0212504076,Okres Galanta,Tomášikovo,žena,poproduktívny vek (65 a viac rokov),121
SK0212,SK0212504084,Okres Galanta,Topoľnica,muž,predproduktívny vek (0-14 rokov),49
SK0212,SK0212504084,Okres Galanta,Topoľnica,muž,produktívny vek (15-64 rokov),301
SK0212,SK0212504084,Okres Galanta,Topoľnica,muž,poproduktívny vek (65 a viac rokov),61
SK0212,SK0212504084,Okres Galanta,Topoľnica,žena,predproduktívny vek (0-14 rokov),41
SK0212,SK0212504084,Okres Galanta,Topoľnica,žena,produktívny vek (15-64 rokov),262
SK0212,SK0212504084,Okres Galanta,Topoľnica,žena,poproduktívny vek (65 a viac rokov),85
SK0212,SK0212504106,Okres Galanta,Trstice,muž,predproduktívny vek (0-14 rokov),263
SK0212,SK0212504106,Okres Galanta,Trstice,muž,produktívny vek (15-64 rokov),1378
SK0212,SK0212504106,Okres Galanta,Trstice,muž,poproduktívny vek (65 a viac rokov),275
SK0212,SK0212504106,Okres Galanta,Trstice,žena,predproduktívny vek (0-14 rokov),250
SK0212,SK0212504106,Okres Galanta,Trstice,žena,produktívny vek (15-64 rokov),1316
SK0212,SK0212504106,Okres Galanta,Trstice,žena,poproduktívny vek (65 a viac rokov),382
SK0212,SK0212504114,Okres Galanta,Váhovce,muž,predproduktívny vek (0-14 rokov),154
SK0212,SK0212504114,Okres Galanta,Váhovce,muž,produktívny vek (15-64 rokov),767
SK0212,SK0212504114,Okres Galanta,Váhovce,muž,poproduktívny vek (65 a viac rokov),137
SK0212,SK0212504114,Okres Galanta,Váhovce,žena,predproduktívny vek (0-14 rokov),120
SK0212,SK0212504114,Okres Galanta,Váhovce,žena,produktívny vek (15-64 rokov),701
SK0212,SK0212504114,Okres Galanta,Váhovce,žena,poproduktívny vek (65 a viac rokov),218
SK0212,SK0212504122,Okres Galanta,Veľká Mača,muž,predproduktívny vek (0-14 rokov),214
SK0212,SK0212504122,Okres Galanta,Veľká Mača,muž,produktívny vek (15-64 rokov),906
SK0212,SK0212504122,Okres Galanta,Veľká Mača,muž,poproduktívny vek (65 a viac rokov),168
SK0212,SK0212504122,Okres Galanta,Veľká Mača,žena,predproduktívny vek (0-14 rokov),187
SK0212,SK0212504122,Okres Galanta,Veľká Mača,žena,produktívny vek (15-64 rokov),868
SK0212,SK0212504122,Okres Galanta,Veľká Mača,žena,poproduktívny vek (65 a viac rokov),271
SK0212,SK0212504131,Okres Galanta,Veľké Úľany,muž,predproduktívny vek (0-14 rokov),370
SK0212,SK0212504131,Okres Galanta,Veľké Úľany,muž,produktívny vek (15-64 rokov),1619
SK0212,SK0212504131,Okres Galanta,Veľké Úľany,muž,poproduktívny vek (65 a viac rokov),297
SK0212,SK0212504131,Okres Galanta,Veľké Úľany,žena,predproduktívny vek (0-14 rokov),326
SK0212,SK0212504131,Okres Galanta,Veľké Úľany,žena,produktívny vek (15-64 rokov),1610
SK0212,SK0212504131,Okres Galanta,Veľké Úľany,žena,poproduktívny vek (65 a viac rokov),443
SK0212,SK0212504149,Okres Galanta,Veľký Grob,muž,predproduktívny vek (0-14 rokov),141
SK0212,SK0212504149,Okres Galanta,Veľký Grob,muž,produktívny vek (15-64 rokov),491
SK0212,SK0212504149,Okres Galanta,Veľký Grob,muž,poproduktívny vek (65 a viac rokov),75
SK0212,SK0212504149,Okres Galanta,Veľký Grob,žena,predproduktívny vek (0-14 rokov),113
SK0212,SK0212504149,Okres Galanta,Veľký Grob,žena,produktívny vek (15-64 rokov),461
SK0212,SK0212504149,Okres Galanta,Veľký Grob,žena,poproduktívny vek (65 a viac rokov),144
SK0212,SK0212504157,Okres Galanta,Vinohrady nad Váhom,muž,predproduktívny vek (0-14 rokov),131
SK0212,SK0212504157,Okres Galanta,Vinohrady nad Váhom,muž,produktívny vek (15-64 rokov),592
SK0212,SK0212504157,Okres Galanta,Vinohrady nad Váhom,muž,poproduktívny vek (65 a viac rokov),101
SK0212,SK0212504157,Okres Galanta,Vinohrady nad Váhom,žena,predproduktívny vek (0-14 rokov),125
SK0212,SK0212504157,Okres Galanta,Vinohrady nad Váhom,žena,produktívny vek (15-64 rokov),547
SK0212,SK0212504157,Okres Galanta,Vinohrady nad Váhom,žena,poproduktívny vek (65 a viac rokov),161
SK0212,SK0212504173,Okres Galanta,Vozokany (Okres Galanta),muž,predproduktívny vek (0-14 rokov),72
SK0212,SK0212504173,Okres Galanta,Vozokany (Okres Galanta),muž,produktívny vek (15-64 rokov),404
SK0212,SK0212504173,Okres Galanta,Vozokany (Okres Galanta),muž,poproduktívny vek (65 a viac rokov),78
SK0212,SK0212504173,Okres Galanta,Vozokany (Okres Galanta),žena,predproduktívny vek (0-14 rokov),73
SK0212,SK0212504173,Okres Galanta,Vozokany (Okres Galanta),žena,produktívny vek (15-64 rokov),383
SK0212,SK0212504173,Okres Galanta,Vozokany (Okres Galanta),žena,poproduktívny vek (65 a viac rokov),111
SK0212,SK0212504181,Okres Galanta,Zemianske Sady,muž,predproduktívny vek (0-14 rokov),69
SK0212,SK0212504181,Okres Galanta,Zemianske Sady,muž,produktívny vek (15-64 rokov),299
SK0212,SK0212504181,Okres Galanta,Zemianske Sady,muž,poproduktívny vek (65 a viac rokov),59
SK0212,SK0212504181,Okres Galanta,Zemianske Sady,žena,predproduktívny vek (0-14 rokov),62
SK0212,SK0212504181,Okres Galanta,Zemianske Sady,žena,produktívny vek (15-64 rokov),294
SK0212,SK0212504181,Okres Galanta,Zemianske Sady,žena,poproduktívny vek (65 a viac rokov),87
SK0212,SK0212555754,Okres Galanta,Matúškovo,muž,predproduktívny vek (0-14 rokov),171
SK0212,SK0212555754,Okres Galanta,Matúškovo,muž,produktívny vek (15-64 rokov),775
SK0212,SK0212555754,Okres Galanta,Matúškovo,muž,poproduktívny vek (65 a viac rokov),194
SK0212,SK0212555754,Okres Galanta,Matúškovo,žena,predproduktívny vek (0-14 rokov),119
SK0212,SK0212555754,Okres Galanta,Matúškovo,žena,produktívny vek (15-64 rokov),748
SK0212,SK0212555754,Okres Galanta,Matúškovo,žena,poproduktívny vek (65 a viac rokov),255
SK0212,SK0212555789,Okres Galanta,Dolná Streda,muž,predproduktívny vek (0-14 rokov),134
SK0212,SK0212555789,Okres Galanta,Dolná Streda,muž,produktívny vek (15-64 rokov),602
SK0212,SK0212555789,Okres Galanta,Dolná Streda,muž,poproduktívny vek (65 a viac rokov),96
SK0212,SK0212555789,Okres Galanta,Dolná Streda,žena,predproduktívny vek (0-14 rokov),128
SK0212,SK0212555789,Okres Galanta,Dolná Streda,žena,produktívny vek (15-64 rokov),545
SK0212,SK0212555789,Okres Galanta,Dolná Streda,žena,poproduktívny vek (65 a viac rokov),149
SK0212,SK0212582638,Okres Galanta,Malá Mača,muž,predproduktívny vek (0-14 rokov),45
SK0212,SK0212582638,Okres Galanta,Malá Mača,muž,produktívny vek (15-64 rokov),216
SK0212,SK0212582638,Okres Galanta,Malá Mača,muž,poproduktívny vek (65 a viac rokov),34
SK0212,SK0212582638,Okres Galanta,Malá Mača,žena,predproduktívny vek (0-14 rokov),39
SK0212,SK0212582638,Okres Galanta,Malá Mača,žena,produktívny vek (15-64 rokov),191
SK0212,SK0212582638,Okres Galanta,Malá Mača,žena,poproduktívny vek (65 a viac rokov),57
SK0213,SK0213506800,Okres Hlohovec,Bojničky,muž,predproduktívny vek (0-14 rokov),103
SK0213,SK0213506800,Okres Hlohovec,Bojničky,muž,produktívny vek (15-64 rokov),502
SK0213,SK0213506800,Okres Hlohovec,Bojničky,muž,poproduktívny vek (65 a viac rokov),93
SK0213,SK0213506800,Okres Hlohovec,Bojničky,žena,predproduktívny vek (0-14 rokov),120
SK0213,SK0213506800,Okres Hlohovec,Bojničky,žena,produktívny vek (15-64 rokov),466
SK0213,SK0213506800,Okres Hlohovec,Bojničky,žena,poproduktívny vek (65 a viac rokov),137
SK0213,SK0213506885,Okres Hlohovec,Červeník,muž,predproduktívny vek (0-14 rokov),149
SK0213,SK0213506885,Okres Hlohovec,Červeník,muž,produktívny vek (15-64 rokov),573
SK0213,SK0213506885,Okres Hlohovec,Červeník,muž,poproduktívny vek (65 a viac rokov),138
SK0213,SK0213506885,Okres Hlohovec,Červeník,žena,predproduktívny vek (0-14 rokov),125
SK0213,SK0213506885,Okres Hlohovec,Červeník,žena,produktívny vek (15-64 rokov),522
SK0213,SK0213506885,Okres Hlohovec,Červeník,žena,poproduktívny vek (65 a viac rokov),178
SK0213,SK0213506958,Okres Hlohovec,Dolné Otrokovce,muž,predproduktívny vek (0-14 rokov),27
SK0213,SK0213506958,Okres Hlohovec,Dolné Otrokovce,muž,produktívny vek (15-64 rokov),147
SK0213,SK0213506958,Okres Hlohovec,Dolné Otrokovce,muž,poproduktívny vek (65 a viac rokov),19
SK0213,SK0213506958,Okres Hlohovec,Dolné Otrokovce,žena,predproduktívny vek (0-14 rokov),33
SK0213,SK0213506958,Okres Hlohovec,Dolné Otrokovce,žena,produktívny vek (15-64 rokov),128
SK0213,SK0213506958,Okres Hlohovec,Dolné Otrokovce,žena,poproduktívny vek (65 a viac rokov),32
SK0213,SK0213506966,Okres Hlohovec,Dolné Trhovište,muž,predproduktívny vek (0-14 rokov),42
SK0213,SK0213506966,Okres Hlohovec,Dolné Trhovište,muž,produktívny vek (15-64 rokov),234
SK0213,SK0213506966,Okres Hlohovec,Dolné Trhovište,muž,poproduktívny vek (65 a viac rokov),41
SK0213,SK0213506966,Okres Hlohovec,Dolné Trhovište,žena,predproduktívny vek (0-14 rokov),49
SK0213,SK0213506966,Okres Hlohovec,Dolné Trhovište,žena,produktívny vek (15-64 rokov),176
SK0213,SK0213506966,Okres Hlohovec,Dolné Trhovište,žena,poproduktívny vek (65 a viac rokov),68
SK0213,SK0213507024,Okres Hlohovec,Dvorníky,muž,predproduktívny vek (0-14 rokov),161
SK0213,SK0213507024,Okres Hlohovec,Dvorníky,muž,produktívny vek (15-64 rokov),731
SK0213,SK0213507024,Okres Hlohovec,Dvorníky,muž,poproduktívny vek (65 a viac rokov),129
SK0213,SK0213507024,Okres Hlohovec,Dvorníky,žena,predproduktívny vek (0-14 rokov),149
SK0213,SK0213507024,Okres Hlohovec,Dvorníky,žena,produktívny vek (15-64 rokov),665
SK0213,SK0213507024,Okres Hlohovec,Dvorníky,žena,poproduktívny vek (65 a viac rokov),191
SK0213,SK0213507032,Okres Hlohovec,Hlohovec,muž,predproduktívny vek (0-14 rokov),1411
SK0213,SK0213507032,Okres Hlohovec,Hlohovec,muž,produktívny vek (15-64 rokov),6993
SK0213,SK0213507032,Okres Hlohovec,Hlohovec,muž,poproduktívny vek (65 a viac rokov),1597
SK0213,SK0213507032,Okres Hlohovec,Hlohovec,žena,predproduktívny vek (0-14 rokov),1376
SK0213,SK0213507032,Okres Hlohovec,Hlohovec,žena,produktívny vek (15-64 rokov),6751
SK0213,SK0213507032,Okres Hlohovec,Hlohovec,žena,poproduktívny vek (65 a viac rokov),2428
SK0213,SK0213507075,Okres Hlohovec,Horné Otrokovce,muž,predproduktívny vek (0-14 rokov),43
SK0213,SK0213507075,Okres Hlohovec,Horné Otrokovce,muž,produktívny vek (15-64 rokov),320
SK0213,SK0213507075,Okres Hlohovec,Horné Otrokovce,muž,poproduktívny vek (65 a viac rokov),69
SK0213,SK0213507075,Okres Hlohovec,Horné Otrokovce,žena,predproduktívny vek (0-14 rokov),68
SK0213,SK0213507075,Okres Hlohovec,Horné Otrokovce,žena,produktívny vek (15-64 rokov),260
SK0213,SK0213507075,Okres Hlohovec,Horné Otrokovce,žena,poproduktívny vek (65 a viac rokov),109
SK0213,SK0213507130,Okres Hlohovec,Jalšové,muž,predproduktívny vek (0-14 rokov),32
SK0213,SK0213507130,Okres Hlohovec,Jalšové,muž,produktívny vek (15-64 rokov),175
SK0213,SK0213507130,Okres Hlohovec,Jalšové,muž,poproduktívny vek (65 a viac rokov),37
SK0213,SK0213507130,Okres Hlohovec,Jalšové,žena,predproduktívny vek (0-14 rokov),31
SK0213,SK0213507130,Okres Hlohovec,Jalšové,žena,produktívny vek (15-64 rokov),157
SK0213,SK0213507130,Okres Hlohovec,Jalšové,žena,poproduktívny vek (65 a viac rokov),55
SK0213,SK0213507172,Okres Hlohovec,Kľačany,muž,predproduktívny vek (0-14 rokov),82
SK0213,SK0213507172,Okres Hlohovec,Kľačany,muž,produktívny vek (15-64 rokov),404
SK0213,SK0213507172,Okres Hlohovec,Kľačany,muž,poproduktívny vek (65 a viac rokov),73
SK0213,SK0213507172,Okres Hlohovec,Kľačany,žena,predproduktívny vek (0-14 rokov),101
SK0213,SK0213507172,Okres Hlohovec,Kľačany,žena,produktívny vek (15-64 rokov),360
SK0213,SK0213507172,Okres Hlohovec,Kľačany,žena,poproduktívny vek (65 a viac rokov),107
SK0213,SK0213507202,Okres Hlohovec,Koplotovce,muž,predproduktívny vek (0-14 rokov),79
SK0213,SK0213507202,Okres Hlohovec,Koplotovce,muž,produktívny vek (15-64 rokov),260
SK0213,SK0213507202,Okres Hlohovec,Koplotovce,muž,poproduktívny vek (65 a viac rokov),38
SK0213,SK0213507202,Okres Hlohovec,Koplotovce,žena,predproduktívny vek (0-14 rokov),83
SK0213,SK0213507202,Okres Hlohovec,Koplotovce,žena,produktívny vek (15-64 rokov),260
SK0213,SK0213507202,Okres Hlohovec,Koplotovce,žena,poproduktívny vek (65 a viac rokov),65
SK0213,SK0213507253,Okres Hlohovec,Leopoldov,muž,predproduktívny vek (0-14 rokov),296
SK0213,SK0213507253,Okres Hlohovec,Leopoldov,muž,produktívny vek (15-64 rokov),1371
SK0213,SK0213507253,Okres Hlohovec,Leopoldov,muž,poproduktívny vek (65 a viac rokov),299
SK0213,SK0213507253,Okres Hlohovec,Leopoldov,žena,predproduktívny vek (0-14 rokov),274
SK0213,SK0213507253,Okres Hlohovec,Leopoldov,žena,produktívny vek (15-64 rokov),1294
SK0213,SK0213507253,Okres Hlohovec,Leopoldov,žena,poproduktívny vek (65 a viac rokov),439
SK0213,SK0213507288,Okres Hlohovec,Madunice,muž,predproduktívny vek (0-14 rokov),195
SK0213,SK0213507288,Okres Hlohovec,Madunice,muž,produktívny vek (15-64 rokov),775
SK0213,SK0213507288,Okres Hlohovec,Madunice,muž,poproduktívny vek (65 a viac rokov),149
SK0213,SK0213507288,Okres Hlohovec,Madunice,žena,predproduktívny vek (0-14 rokov),182
SK0213,SK0213507288,Okres Hlohovec,Madunice,žena,produktívny vek (15-64 rokov),767
SK0213,SK0213507288,Okres Hlohovec,Madunice,žena,poproduktívny vek (65 a viac rokov),206
SK0213,SK0213507326,Okres Hlohovec,Merašice,muž,predproduktívny vek (0-14 rokov),35
SK0213,SK0213507326,Okres Hlohovec,Merašice,muž,produktívny vek (15-64 rokov),157
SK0213,SK0213507326,Okres Hlohovec,Merašice,muž,poproduktívny vek (65 a viac rokov),25
SK0213,SK0213507326,Okres Hlohovec,Merašice,žena,predproduktívny vek (0-14 rokov),33
SK0213,SK0213507326,Okres Hlohovec,Merašice,žena,produktívny vek (15-64 rokov),136
SK0213,SK0213507326,Okres Hlohovec,Merašice,žena,poproduktívny vek (65 a viac rokov),40
SK0213,SK0213507415,Okres Hlohovec,Pastuchov,muž,predproduktívny vek (0-14 rokov),73
SK0213,SK0213507415,Okres Hlohovec,Pastuchov,muž,produktívny vek (15-64 rokov),358
SK0213,SK0213507415,Okres Hlohovec,Pastuchov,muž,poproduktívny vek (65 a viac rokov),69
SK0213,SK0213507415,Okres Hlohovec,Pastuchov,žena,predproduktívny vek (0-14 rokov),73
SK0213,SK0213507415,Okres Hlohovec,Pastuchov,žena,produktívny vek (15-64 rokov),311
SK0213,SK0213507415,Okres Hlohovec,Pastuchov,žena,poproduktívny vek (65 a viac rokov),92
SK0213,SK0213507521,Okres Hlohovec,Sasinkovo,muž,predproduktívny vek (0-14 rokov),71
SK0213,SK0213507521,Okres Hlohovec,Sasinkovo,muž,produktívny vek (15-64 rokov),300
SK0213,SK0213507521,Okres Hlohovec,Sasinkovo,muž,poproduktívny vek (65 a viac rokov),63
SK0213,SK0213507521,Okres Hlohovec,Sasinkovo,žena,predproduktívny vek (0-14 rokov),44
SK0213,SK0213507521,Okres Hlohovec,Sasinkovo,žena,produktívny vek (15-64 rokov),267
SK0213,SK0213507521,Okres Hlohovec,Sasinkovo,žena,poproduktívny vek (65 a viac rokov),97
SK0213,SK0213507539,Okres Hlohovec,Siladice,muž,predproduktívny vek (0-14 rokov),38
SK0213,SK0213507539,Okres Hlohovec,Siladice,muž,produktívny vek (15-64 rokov),241
SK0213,SK0213507539,Okres Hlohovec,Siladice,muž,poproduktívny vek (65 a viac rokov),41
SK0213,SK0213507539,Okres Hlohovec,Siladice,žena,predproduktívny vek (0-14 rokov),56
SK0213,SK0213507539,Okres Hlohovec,Siladice,žena,produktívny vek (15-64 rokov),211
SK0213,SK0213507539,Okres Hlohovec,Siladice,žena,poproduktívny vek (65 a viac rokov),86
SK0213,SK0213507661,Okres Hlohovec,Trakovice,muž,predproduktívny vek (0-14 rokov),135
SK0213,SK0213507661,Okres Hlohovec,Trakovice,muž,produktívny vek (15-64 rokov),547
SK0213,SK0213507661,Okres Hlohovec,Trakovice,muž,poproduktívny vek (65 a viac rokov),86
SK0213,SK0213507661,Okres Hlohovec,Trakovice,žena,predproduktívny vek (0-14 rokov),149
SK0213,SK0213507661,Okres Hlohovec,Trakovice,žena,produktívny vek (15-64 rokov),526
SK0213,SK0213507661,Okres Hlohovec,Trakovice,žena,poproduktívny vek (65 a viac rokov),138
SK0213,SK0213507792,Okres Hlohovec,Žlkovce,muž,predproduktívny vek (0-14 rokov),69
SK0213,SK0213507792,Okres Hlohovec,Žlkovce,muž,produktívny vek (15-64 rokov),220
SK0213,SK0213507792,Okres Hlohovec,Žlkovce,muž,poproduktívny vek (65 a viac rokov),55
SK0213,SK0213507792,Okres Hlohovec,Žlkovce,žena,predproduktívny vek (0-14 rokov),41
SK0213,SK0213507792,Okres Hlohovec,Žlkovce,žena,produktívny vek (15-64 rokov),217
SK0213,SK0213507792,Okres Hlohovec,Žlkovce,žena,poproduktívny vek (65 a viac rokov),61
SK0213,SK0213518620,Okres Hlohovec,Ratkovce,muž,predproduktívny vek (0-14 rokov),34
SK0213,SK0213518620,Okres Hlohovec,Ratkovce,muž,produktívny vek (15-64 rokov),127
SK0213,SK0213518620,Okres Hlohovec,Ratkovce,muž,poproduktívny vek (65 a viac rokov),20
SK0213,SK0213518620,Okres Hlohovec,Ratkovce,žena,predproduktívny vek (0-14 rokov),19
SK0213,SK0213518620,Okres Hlohovec,Ratkovce,žena,produktívny vek (15-64 rokov),121
SK0213,SK0213518620,Okres Hlohovec,Ratkovce,žena,poproduktívny vek (65 a viac rokov),29
SK0213,SK0213556521,Okres Hlohovec,Dolné Zelenice,muž,predproduktívny vek (0-14 rokov),47
SK0213,SK0213556521,Okres Hlohovec,Dolné Zelenice,muž,produktívny vek (15-64 rokov),209
