Kód okresu,Kód obce,Názov okresu,Názov obce,Pohlavie,Ekonomické vekové skupiny,abs.
SK0326,SK0326511579,Okres Lučenec,Lupoč,žena,produktívny vek (15-64 rokov),68
SK0326,SK0326511579,Okres Lučenec,Lupoč,žena,poproduktívny vek (65 a viac rokov),21
SK0326,SK0326511609,Okres Lučenec,Mašková,muž,predproduktívny vek (0-14 rokov),26
SK0326,SK0326511609,Okres Lučenec,Mašková,muž,produktívny vek (15-64 rokov),127
SK0326,SK0326511609,Okres Lučenec,Mašková,muž,poproduktívny vek (65 a viac rokov),16
SK0326,SK0326511609,Okres Lučenec,Mašková,žena,predproduktívny vek (0-14 rokov),32
SK0326,SK0326511609,Okres Lučenec,Mašková,žena,produktívny vek (15-64 rokov),96
SK0326,SK0326511609,Okres Lučenec,Mašková,žena,poproduktívny vek (65 a viac rokov),28
SK0326,SK0326511625,Okres Lučenec,Mučín,muž,predproduktívny vek (0-14 rokov),93
SK0326,SK0326511625,Okres Lučenec,Mučín,muž,produktívny vek (15-64 rokov),271
SK0326,SK0326511625,Okres Lučenec,Mučín,muž,poproduktívny vek (65 a viac rokov),28
SK0326,SK0326511625,Okres Lučenec,Mučín,žena,predproduktívny vek (0-14 rokov),63
SK0326,SK0326511625,Okres Lučenec,Mučín,žena,produktívny vek (15-64 rokov),249
SK0326,SK0326511625,Okres Lučenec,Mučín,žena,poproduktívny vek (65 a viac rokov),59
SK0326,SK0326511641,Okres Lučenec,Mýtna,muž,predproduktívny vek (0-14 rokov),78
SK0326,SK0326511641,Okres Lučenec,Mýtna,muž,produktívny vek (15-64 rokov),404
SK0326,SK0326511641,Okres Lučenec,Mýtna,muž,poproduktívny vek (65 a viac rokov),99
SK0326,SK0326511641,Okres Lučenec,Mýtna,žena,predproduktívny vek (0-14 rokov),75
SK0326,SK0326511641,Okres Lučenec,Mýtna,žena,produktívny vek (15-64 rokov),386
SK0326,SK0326511641,Okres Lučenec,Mýtna,žena,poproduktívny vek (65 a viac rokov),123
SK0326,SK0326511668,Okres Lučenec,Nitra nad Ipľom,muž,predproduktívny vek (0-14 rokov),52
SK0326,SK0326511668,Okres Lučenec,Nitra nad Ipľom,muž,produktívny vek (15-64 rokov),138
SK0326,SK0326511668,Okres Lučenec,Nitra nad Ipľom,muž,poproduktívny vek (65 a viac rokov),11
SK0326,SK0326511668,Okres Lučenec,Nitra nad Ipľom,žena,predproduktívny vek (0-14 rokov),39
SK0326,SK0326511668,Okres Lučenec,Nitra nad Ipľom,žena,produktívny vek (15-64 rokov),123
SK0326,SK0326511668,Okres Lučenec,Nitra nad Ipľom,žena,poproduktívny vek (65 a viac rokov),18
SK0326,SK0326511676,Okres Lučenec,Nové Hony,muž,predproduktívny vek (0-14 rokov),10
SK0326,SK0326511676,Okres Lučenec,Nové Hony,muž,produktívny vek (15-64 rokov),63
SK0326,SK0326511676,Okres Lučenec,Nové Hony,muž,poproduktívny vek (65 a viac rokov),12
SK0326,SK0326511676,Okres Lučenec,Nové Hony,žena,predproduktívny vek (0-14 rokov),13
SK0326,SK0326511676,Okres Lučenec,Nové Hony,žena,produktívny vek (15-64 rokov),60
SK0326,SK0326511676,Okres Lučenec,Nové Hony,žena,poproduktívny vek (65 a viac rokov),21
SK0326,SK0326511692,Okres Lučenec,Panické Dravce,muž,predproduktívny vek (0-14 rokov),58
SK0326,SK0326511692,Okres Lučenec,Panické Dravce,muž,produktívny vek (15-64 rokov),275
SK0326,SK0326511692,Okres Lučenec,Panické Dravce,muž,poproduktívny vek (65 a viac rokov),40
SK0326,SK0326511692,Okres Lučenec,Panické Dravce,žena,predproduktívny vek (0-14 rokov),54
SK0326,SK0326511692,Okres Lučenec,Panické Dravce,žena,produktívny vek (15-64 rokov),241
SK0326,SK0326511692,Okres Lučenec,Panické Dravce,žena,poproduktívny vek (65 a viac rokov),75
SK0326,SK0326511706,Okres Lučenec,Píla (Okres Lučenec),muž,predproduktívny vek (0-14 rokov),18
SK0326,SK0326511706,Okres Lučenec,Píla (Okres Lučenec),muž,produktívny vek (15-64 rokov),91
SK0326,SK0326511706,Okres Lučenec,Píla (Okres Lučenec),muž,poproduktívny vek (65 a viac rokov),15
SK0326,SK0326511706,Okres Lučenec,Píla (Okres Lučenec),žena,predproduktívny vek (0-14 rokov),12
SK0326,SK0326511706,Okres Lučenec,Píla (Okres Lučenec),žena,produktívny vek (15-64 rokov),81
SK0326,SK0326511706,Okres Lučenec,Píla (Okres Lučenec),žena,poproduktívny vek (65 a viac rokov),31
SK0326,SK0326511714,Okres Lučenec,Pinciná,muž,predproduktívny vek (0-14 rokov),9
SK0326,SK0326511714,Okres Lučenec,Pinciná,muž,produktívny vek (15-64 rokov),69
SK0326,SK0326511714,Okres Lučenec,Pinciná,muž,poproduktívny vek (65 a viac rokov),17
SK0326,SK0326511714,Okres Lučenec,Pinciná,žena,predproduktívny vek (0-14 rokov),19
SK0326,SK0326511714,Okres Lučenec,Pinciná,žena,produktívny vek (15-64 rokov),75
SK0326,SK0326511714,Okres Lučenec,Pinciná,žena,poproduktívny vek (65 a viac rokov),19
SK0326,SK0326511722,Okres Lučenec,Pleš,muž,predproduktívny vek (0-14 rokov),11
SK0326,SK0326511722,Okres Lučenec,Pleš,muž,produktívny vek (15-64 rokov),68
SK0326,SK0326511722,Okres Lučenec,Pleš,muž,poproduktívny vek (65 a viac rokov),16
SK0326,SK0326511722,Okres Lučenec,Pleš,žena,predproduktívny vek (0-14 rokov),22
SK0326,SK0326511722,Okres Lučenec,Pleš,žena,produktívny vek (15-64 rokov),59
SK0326,SK0326511722,Okres Lučenec,Pleš,žena,poproduktívny vek (65 a viac rokov),15
SK0326,SK0326511749,Okres Lučenec,Podrečany,muž,predproduktívny vek (0-14 rokov),35
SK0326,SK0326511749,Okres Lučenec,Podrečany,muž,produktívny vek (15-64 rokov),187
SK0326,SK0326511749,Okres Lučenec,Podrečany,muž,poproduktívny vek (65 a viac rokov),44
SK0326,SK0326511749,Okres Lučenec,Podrečany,žena,predproduktívny vek (0-14 rokov),25
SK0326,SK0326511749,Okres Lučenec,Podrečany,žena,produktívny vek (15-64 rokov),172
SK0326,SK0326511749,Okres Lučenec,Podrečany,žena,poproduktívny vek (65 a viac rokov),64
SK0326,SK0326511757,Okres Lučenec,Polichno,muž,predproduktívny vek (0-14 rokov),11
SK0326,SK0326511757,Okres Lučenec,Polichno,muž,produktívny vek (15-64 rokov),54
SK0326,SK0326511757,Okres Lučenec,Polichno,muž,poproduktívny vek (65 a viac rokov),4
SK0326,SK0326511757,Okres Lučenec,Polichno,žena,predproduktívny vek (0-14 rokov),10
SK0326,SK0326511757,Okres Lučenec,Polichno,žena,produktívny vek (15-64 rokov),38
SK0326,SK0326511757,Okres Lučenec,Polichno,žena,poproduktívny vek (65 a viac rokov),11
SK0326,SK0326511773,Okres Lučenec,Praha,muž,predproduktívny vek (0-14 rokov),1
SK0326,SK0326511773,Okres Lučenec,Praha,muž,produktívny vek (15-64 rokov),31
SK0326,SK0326511773,Okres Lučenec,Praha,muž,poproduktívny vek (65 a viac rokov),4
SK0326,SK0326511773,Okres Lučenec,Praha,žena,predproduktívny vek (0-14 rokov),5
SK0326,SK0326511773,Okres Lučenec,Praha,žena,produktívny vek (15-64 rokov),26
SK0326,SK0326511773,Okres Lučenec,Praha,žena,poproduktívny vek (65 a viac rokov),8
SK0326,SK0326511781,Okres Lučenec,Prša,muž,predproduktívny vek (0-14 rokov),13
SK0326,SK0326511781,Okres Lučenec,Prša,muž,produktívny vek (15-64 rokov),73
SK0326,SK0326511781,Okres Lučenec,Prša,muž,poproduktívny vek (65 a viac rokov),8
SK0326,SK0326511781,Okres Lučenec,Prša,žena,predproduktívny vek (0-14 rokov),9
SK0326,SK0326511781,Okres Lučenec,Prša,žena,produktívny vek (15-64 rokov),65
SK0326,SK0326511781,Okres Lučenec,Prša,žena,poproduktívny vek (65 a viac rokov),22
SK0326,SK0326511790,Okres Lučenec,Radzovce,muž,predproduktívny vek (0-14 rokov),128
SK0326,SK0326511790,Okres Lučenec,Radzovce,muž,produktívny vek (15-64 rokov),592
SK0326,SK0326511790,Okres Lučenec,Radzovce,muž,poproduktívny vek (65 a viac rokov),98
SK0326,SK0326511790,Okres Lučenec,Radzovce,žena,predproduktívny vek (0-14 rokov),99
SK0326,SK0326511790,Okres Lučenec,Radzovce,žena,produktívny vek (15-64 rokov),532
SK0326,SK0326511790,Okres Lučenec,Radzovce,žena,poproduktívny vek (65 a viac rokov),153
SK0326,SK0326511803,Okres Lučenec,Rapovce,muž,predproduktívny vek (0-14 rokov),74
SK0326,SK0326511803,Okres Lučenec,Rapovce,muž,produktívny vek (15-64 rokov),345
SK0326,SK0326511803,Okres Lučenec,Rapovce,muž,poproduktívny vek (65 a viac rokov),44
SK0326,SK0326511803,Okres Lučenec,Rapovce,žena,predproduktívny vek (0-14 rokov),80
SK0326,SK0326511803,Okres Lučenec,Rapovce,žena,produktívny vek (15-64 rokov),317
SK0326,SK0326511803,Okres Lučenec,Rapovce,žena,poproduktívny vek (65 a viac rokov),70
SK0326,SK0326511811,Okres Lučenec,Ratka,muž,predproduktívny vek (0-14 rokov),21
SK0326,SK0326511811,Okres Lučenec,Ratka,muž,produktívny vek (15-64 rokov),106
SK0326,SK0326511811,Okres Lučenec,Ratka,muž,poproduktívny vek (65 a viac rokov),21
SK0326,SK0326511811,Okres Lučenec,Ratka,žena,predproduktívny vek (0-14 rokov),32
SK0326,SK0326511811,Okres Lučenec,Ratka,žena,produktívny vek (15-64 rokov),116
SK0326,SK0326511811,Okres Lučenec,Ratka,žena,poproduktívny vek (65 a viac rokov),33
SK0326,SK0326511838,Okres Lučenec,Ružiná,muž,predproduktívny vek (0-14 rokov),65
SK0326,SK0326511838,Okres Lučenec,Ružiná,muž,produktívny vek (15-64 rokov),289
SK0326,SK0326511838,Okres Lučenec,Ružiná,muž,poproduktívny vek (65 a viac rokov),65
SK0326,SK0326511838,Okres Lučenec,Ružiná,žena,predproduktívny vek (0-14 rokov),73
SK0326,SK0326511838,Okres Lučenec,Ružiná,žena,produktívny vek (15-64 rokov),252
SK0326,SK0326511838,Okres Lučenec,Ružiná,žena,poproduktívny vek (65 a viac rokov),91
SK0326,SK0326511846,Okres Lučenec,Stará Halič,muž,predproduktívny vek (0-14 rokov),56
SK0326,SK0326511846,Okres Lučenec,Stará Halič,muž,produktívny vek (15-64 rokov),202
SK0326,SK0326511846,Okres Lučenec,Stará Halič,muž,poproduktívny vek (65 a viac rokov),34
SK0326,SK0326511846,Okres Lučenec,Stará Halič,žena,predproduktívny vek (0-14 rokov),50
SK0326,SK0326511846,Okres Lučenec,Stará Halič,žena,produktívny vek (15-64 rokov),244
SK0326,SK0326511846,Okres Lučenec,Stará Halič,žena,poproduktívny vek (65 a viac rokov),52
SK0326,SK0326511854,Okres Lučenec,Šávoľ,muž,predproduktívny vek (0-14 rokov),57
SK0326,SK0326511854,Okres Lučenec,Šávoľ,muž,produktívny vek (15-64 rokov),198
SK0326,SK0326511854,Okres Lučenec,Šávoľ,muž,poproduktívny vek (65 a viac rokov),33
SK0326,SK0326511854,Okres Lučenec,Šávoľ,žena,predproduktívny vek (0-14 rokov),63
SK0326,SK0326511854,Okres Lučenec,Šávoľ,žena,produktívny vek (15-64 rokov),184
SK0326,SK0326511854,Okres Lučenec,Šávoľ,žena,poproduktívny vek (65 a viac rokov),53
SK0326,SK0326511862,Okres Lučenec,Šiatorská Bukovinka,muž,predproduktívny vek (0-14 rokov),15
SK0326,SK0326511862,Okres Lučenec,Šiatorská Bukovinka,muž,produktívny vek (15-64 rokov),104
SK0326,SK0326511862,Okres Lučenec,Šiatorská Bukovinka,muž,poproduktívny vek (65 a viac rokov),22
SK0326,SK0326511862,Okres Lučenec,Šiatorská Bukovinka,žena,predproduktívny vek (0-14 rokov),20
SK0326,SK0326511862,Okres Lučenec,Šiatorská Bukovinka,žena,produktívny vek (15-64 rokov),91
SK0326,SK0326511862,Okres Lučenec,Šiatorská Bukovinka,žena,poproduktívny vek (65 a viac rokov),37
SK0326,SK0326511871,Okres Lučenec,Šíd,muž,predproduktívny vek (0-14 rokov),176
SK0326,SK0326511871,Okres Lučenec,Šíd,muž,produktívny vek (15-64 rokov),439
SK0326,SK0326511871,Okres Lučenec,Šíd,muž,poproduktívny vek (65 a viac rokov),59
SK0326,SK0326511871,Okres Lučenec,Šíd,žena,predproduktívny vek (0-14 rokov),164
SK0326,SK0326511871,Okres Lučenec,Šíd,žena,produktívny vek (15-64 rokov),398
SK0326,SK0326511871,Okres Lučenec,Šíd,žena,poproduktívny vek (65 a viac rokov),93
SK0326,SK0326511897,Okres Lučenec,Šurice,muž,predproduktívny vek (0-14 rokov),26
SK0326,SK0326511897,Okres Lučenec,Šurice,muž,produktívny vek (15-64 rokov),178
SK0326,SK0326511897,Okres Lučenec,Šurice,muž,poproduktívny vek (65 a viac rokov),40
SK0326,SK0326511897,Okres Lučenec,Šurice,žena,predproduktívny vek (0-14 rokov),30
SK0326,SK0326511897,Okres Lučenec,Šurice,žena,produktívny vek (15-64 rokov),148
SK0326,SK0326511897,Okres Lučenec,Šurice,žena,poproduktívny vek (65 a viac rokov),49
SK0326,SK0326511901,Okres Lučenec,Točnica,muž,predproduktívny vek (0-14 rokov),43
SK0326,SK0326511901,Okres Lučenec,Točnica,muž,produktívny vek (15-64 rokov),124
SK0326,SK0326511901,Okres Lučenec,Točnica,muž,poproduktívny vek (65 a viac rokov),19
SK0326,SK0326511901,Okres Lučenec,Točnica,žena,predproduktívny vek (0-14 rokov),37
SK0326,SK0326511901,Okres Lučenec,Točnica,žena,produktívny vek (15-64 rokov),138
SK0326,SK0326511901,Okres Lučenec,Točnica,žena,poproduktívny vek (65 a viac rokov),27
SK0326,SK0326511919,Okres Lučenec,Tomášovce (Okres Lučenec),muž,predproduktívny vek (0-14 rokov),93
SK0326,SK0326511919,Okres Lučenec,Tomášovce (Okres Lučenec),muž,produktívny vek (15-64 rokov),485
SK0326,SK0326511919,Okres Lučenec,Tomášovce (Okres Lučenec),muž,poproduktívny vek (65 a viac rokov),113
SK0326,SK0326511919,Okres Lučenec,Tomášovce (Okres Lučenec),žena,predproduktívny vek (0-14 rokov),83
SK0326,SK0326511919,Okres Lučenec,Tomášovce (Okres Lučenec),žena,produktívny vek (15-64 rokov),427
SK0326,SK0326511919,Okres Lučenec,Tomášovce (Okres Lučenec),žena,poproduktívny vek (65 a viac rokov),173
SK0326,SK0326511927,Okres Lučenec,Trebeľovce,muž,predproduktívny vek (0-14 rokov),65
SK0326,SK0326511927,Okres Lučenec,Trebeľovce,muž,produktívny vek (15-64 rokov),327
SK0326,SK0326511927,Okres Lučenec,Trebeľovce,muž,poproduktívny vek (65 a viac rokov),54
SK0326,SK0326511927,Okres Lučenec,Trebeľovce,žena,predproduktívny vek (0-14 rokov),56
SK0326,SK0326511927,Okres Lučenec,Trebeľovce,žena,produktívny vek (15-64 rokov),281
SK0326,SK0326511927,Okres Lučenec,Trebeľovce,žena,poproduktívny vek (65 a viac rokov),84
SK0326,SK0326511943,Okres Lučenec,Tuhár,muž,predproduktívny vek (0-14 rokov),21
SK0326,SK0326511943,Okres Lučenec,Tuhár,muž,produktívny vek (15-64 rokov),138
SK0326,SK0326511943,Okres Lučenec,Tuhár,muž,poproduktívny vek (65 a viac rokov),23
SK0326,SK0326511943,Okres Lučenec,Tuhár,žena,predproduktívny vek (0-14 rokov),17
SK0326,SK0326511943,Okres Lučenec,Tuhár,žena,produktívny vek (15-64 rokov),104
SK0326,SK0326511943,Okres Lučenec,Tuhár,žena,poproduktívny vek (65 a viac rokov),36
SK0326,SK0326511994,Okres Lučenec,Veľká nad Ipľom,muž,predproduktívny vek (0-14 rokov),78
SK0326,SK0326511994,Okres Lučenec,Veľká nad Ipľom,muž,produktívny vek (15-64 rokov),314
SK0326,SK0326511994,Okres Lučenec,Veľká nad Ipľom,muž,poproduktívny vek (65 a viac rokov),63
SK0326,SK0326511994,Okres Lučenec,Veľká nad Ipľom,žena,predproduktívny vek (0-14 rokov),87
SK0326,SK0326511994,Okres Lučenec,Veľká nad Ipľom,žena,produktívny vek (15-64 rokov),309
SK0326,SK0326511994,Okres Lučenec,Veľká nad Ipľom,žena,poproduktívny vek (65 a viac rokov),81
SK0326,SK0326512010,Okres Lučenec,Veľké Dravce,muž,predproduktívny vek (0-14 rokov),82
SK0326,SK0326512010,Okres Lučenec,Veľké Dravce,muž,produktívny vek (15-64 rokov),228
SK0326,SK0326512010,Okres Lučenec,Veľké Dravce,muž,poproduktívny vek (65 a viac rokov),42
SK0326,SK0326512010,Okres Lučenec,Veľké Dravce,žena,predproduktívny vek (0-14 rokov),65
SK0326,SK0326512010,Okres Lučenec,Veľké Dravce,žena,produktívny vek (15-64 rokov),232
SK0326,SK0326512010,Okres Lučenec,Veľké Dravce,žena,poproduktívny vek (65 a viac rokov),49
SK0326,SK0326557307,Okres Lučenec,Vidiná,muž,predproduktívny vek (0-14 rokov),116
SK0326,SK0326557307,Okres Lučenec,Vidiná,muž,produktívny vek (15-64 rokov),580
SK0326,SK0326557307,Okres Lučenec,Vidiná,muž,poproduktívny vek (65 a viac rokov),147
SK0326,SK0326557307,Okres Lučenec,Vidiná,žena,predproduktívny vek (0-14 rokov),93
SK0326,SK0326557307,Okres Lučenec,Vidiná,žena,produktívny vek (15-64 rokov),548
SK0326,SK0326557307,Okres Lučenec,Vidiná,žena,poproduktívny vek (65 a viac rokov),210
SK0326,SK0326557315,Okres Lučenec,Biskupice,muž,predproduktívny vek (0-14 rokov),92
SK0326,SK0326557315,Okres Lučenec,Biskupice,muž,produktívny vek (15-64 rokov),393
SK0326,SK0326557315,Okres Lučenec,Biskupice,muž,poproduktívny vek (65 a viac rokov),87
SK0326,SK0326557315,Okres Lučenec,Biskupice,žena,predproduktívny vek (0-14 rokov),91
SK0326,SK0326557315,Okres Lučenec,Biskupice,žena,produktívny vek (15-64 rokov),366
SK0326,SK0326557315,Okres Lučenec,Biskupice,žena,poproduktívny vek (65 a viac rokov),108
SK0326,SK0326557331,Okres Lučenec,Gregorova Vieska,muž,predproduktívny vek (0-14 rokov),12
SK0326,SK0326557331,Okres Lučenec,Gregorova Vieska,muž,produktívny vek (15-64 rokov),51
SK0326,SK0326557331,Okres Lučenec,Gregorova Vieska,muž,poproduktívny vek (65 a viac rokov),9
SK0326,SK0326557331,Okres Lučenec,Gregorova Vieska,žena,predproduktívny vek (0-14 rokov),12
SK0326,SK0326557331,Okres Lučenec,Gregorova Vieska,žena,produktívny vek (15-64 rokov),51
SK0326,SK0326557331,Okres Lučenec,Gregorova Vieska,žena,poproduktívny vek (65 a viac rokov),9
SK0326,SK0326557340,Okres Lučenec,Trenč,muž,predproduktívny vek (0-14 rokov),102
SK0326,SK0326557340,Okres Lučenec,Trenč,muž,produktívny vek (15-64 rokov),177
SK0326,SK0326557340,Okres Lučenec,Trenč,muž,poproduktívny vek (65 a viac rokov),20
SK0326,SK0326557340,Okres Lučenec,Trenč,žena,predproduktívny vek (0-14 rokov),65
SK0326,SK0326557340,Okres Lučenec,Trenč,žena,produktívny vek (15-64 rokov),180
SK0326,SK0326557340,Okres Lučenec,Trenč,žena,poproduktívny vek (65 a viac rokov),14
SK0326,SK0326558273,Okres Lučenec,Bulhary,muž,predproduktívny vek (0-14 rokov),37
SK0326,SK0326558273,Okres Lučenec,Bulhary,muž,produktívny vek (15-64 rokov),103
SK0326,SK0326558273,Okres Lučenec,Bulhary,muž,poproduktívny vek (65 a viac rokov),8
SK0326,SK0326558273,Okres Lučenec,Bulhary,žena,predproduktívny vek (0-14 rokov),43
SK0326,SK0326558273,Okres Lučenec,Bulhary,žena,produktívny vek (15-64 rokov),108
SK0326,SK0326558273,Okres Lučenec,Bulhary,žena,poproduktívny vek (65 a viac rokov),21
SK0326,SK0326580309,Okres Lučenec,Mikušovce (Okres Lučenec),muž,predproduktívny vek (0-14 rokov),20
SK0326,SK0326580309,Okres Lučenec,Mikušovce (Okres Lučenec),muž,produktívny vek (15-64 rokov),97
SK0326,SK0326580309,Okres Lučenec,Mikušovce (Okres Lučenec),muž,poproduktívny vek (65 a viac rokov),17
SK0326,SK0326580309,Okres Lučenec,Mikušovce (Okres Lučenec),žena,predproduktívny vek (0-14 rokov),21
SK0326,SK0326580309,Okres Lučenec,Mikušovce (Okres Lučenec),žena,produktívny vek (15-64 rokov),87
SK0326,SK0326580309,Okres Lučenec,Mikušovce (Okres Lučenec),žena,poproduktívny vek (65 a viac rokov),33
SK0327,SK0327511269,Okres Poltár,Breznička (Okres Poltár),muž,predproduktívny vek (0-14 rokov),41
SK0327,SK0327511269,Okres Poltár,Breznička (Okres Poltár),muž,produktívny vek (15-64 rokov),277
SK0327,SK0327511269,Okres Poltár,Breznička (Okres Poltár),muž,poproduktívny vek (65 a viac rokov),59
SK0327,SK0327511269,Okres Poltár,Breznička (Okres Poltár),žena,predproduktívny vek (0-14 rokov),45
SK0327,SK0327511269,Okres Poltár,Breznička (Okres Poltár),žena,produktívny vek (15-64 rokov),226
SK0327,SK0327511269,Okres Poltár,Breznička (Okres Poltár),žena,poproduktívny vek (65 a viac rokov),77
SK0327,SK0327511315,Okres Poltár,Cinobaňa,muž,predproduktívny vek (0-14 rokov),165
SK0327,SK0327511315,Okres Poltár,Cinobaňa,muž,produktívny vek (15-64 rokov),721
SK0327,SK0327511315,Okres Poltár,Cinobaňa,muž,poproduktívny vek (65 a viac rokov),158
SK0327,SK0327511315,Okres Poltár,Cinobaňa,žena,predproduktívny vek (0-14 rokov),128
SK0327,SK0327511315,Okres Poltár,Cinobaňa,žena,produktívny vek (15-64 rokov),666
SK0327,SK0327511315,Okres Poltár,Cinobaňa,žena,poproduktívny vek (65 a viac rokov),217
SK0327,SK0327511340,Okres Poltár,České Brezovo,muž,predproduktívny vek (0-14 rokov),22
SK0327,SK0327511340,Okres Poltár,České Brezovo,muž,produktívny vek (15-64 rokov),164
SK0327,SK0327511340,Okres Poltár,České Brezovo,muž,poproduktívny vek (65 a viac rokov),30
SK0327,SK0327511340,Okres Poltár,České Brezovo,žena,predproduktívny vek (0-14 rokov),27
SK0327,SK0327511340,Okres Poltár,České Brezovo,žena,produktívny vek (15-64 rokov),150
SK0327,SK0327511340,Okres Poltár,České Brezovo,žena,poproduktívny vek (65 a viac rokov),51
SK0327,SK0327511447,Okres Poltár,Hradište (Okres Poltár),muž,predproduktívny vek (0-14 rokov),18
SK0327,SK0327511447,Okres Poltár,Hradište (Okres Poltár),muž,produktívny vek (15-64 rokov),89
SK0327,SK0327511447,Okres Poltár,Hradište (Okres Poltár),muž,poproduktívny vek (65 a viac rokov),16
SK0327,SK0327511447,Okres Poltár,Hradište (Okres Poltár),žena,predproduktívny vek (0-14 rokov),13
SK0327,SK0327511447,Okres Poltár,Hradište (Okres Poltár),žena,produktívny vek (15-64 rokov),71
SK0327,SK0327511447,Okres Poltár,Hradište (Okres Poltár),žena,poproduktívny vek (65 a viac rokov),33
SK0327,SK0327511471,Okres Poltár,Kalinovo,muž,predproduktívny vek (0-14 rokov),150
SK0327,SK0327511471,Okres Poltár,Kalinovo,muž,produktívny vek (15-64 rokov),748
SK0327,SK0327511471,Okres Poltár,Kalinovo,muž,poproduktívny vek (65 a viac rokov),196
SK0327,SK0327511471,Okres Poltár,Kalinovo,žena,predproduktívny vek (0-14 rokov),155
SK0327,SK0327511471,Okres Poltár,Kalinovo,žena,produktívny vek (15-64 rokov),713
SK0327,SK0327511471,Okres Poltár,Kalinovo,žena,poproduktívny vek (65 a viac rokov),264
SK0327,SK0327511498,Okres Poltár,Kokava nad Rimavicou,muž,predproduktívny vek (0-14 rokov),205
SK0327,SK0327511498,Okres Poltár,Kokava nad Rimavicou,muž,produktívny vek (15-64 rokov),947
SK0327,SK0327511498,Okres Poltár,Kokava nad Rimavicou,muž,poproduktívny vek (65 a viac rokov),230
SK0327,SK0327511498,Okres Poltár,Kokava nad Rimavicou,žena,predproduktívny vek (0-14 rokov),188
SK0327,SK0327511498,Okres Poltár,Kokava nad Rimavicou,žena,produktívny vek (15-64 rokov),902
SK0327,SK0327511498,Okres Poltár,Kokava nad Rimavicou,žena,poproduktívny vek (65 a viac rokov),289
SK0327,SK0327511501,Okres Poltár,Krná,muž,predproduktívny vek (0-14 rokov),1
SK0327,SK0327511501,Okres Poltár,Krná,muž,produktívny vek (15-64 rokov),23
SK0327,SK0327511501,Okres Poltár,Krná,muž,poproduktívny vek (65 a viac rokov),7
SK0327,SK0327511501,Okres Poltár,Krná,žena,predproduktívny vek (0-14 rokov),2
SK0327,SK0327511501,Okres Poltár,Krná,žena,produktívny vek (15-64 rokov),12
SK0327,SK0327511501,Okres Poltár,Krná,žena,poproduktívny vek (65 a viac rokov),9
SK0327,SK0327511595,Okres Poltár,Málinec,muž,predproduktívny vek (0-14 rokov),96
SK0327,SK0327511595,Okres Poltár,Málinec,muž,produktívny vek (15-64 rokov),511
SK0327,SK0327511595,Okres Poltár,Málinec,muž,poproduktívny vek (65 a viac rokov),84
SK0327,SK0327511595,Okres Poltár,Málinec,žena,predproduktívny vek (0-14 rokov),115
SK0327,SK0327511595,Okres Poltár,Málinec,žena,produktívny vek (15-64 rokov),458
SK0327,SK0327511595,Okres Poltár,Málinec,žena,poproduktívny vek (65 a viac rokov),132
SK0327,SK0327511617,Okres Poltár,Mládzovo,muž,predproduktívny vek (0-14 rokov),10
SK0327,SK0327511617,Okres Poltár,Mládzovo,muž,produktívny vek (15-64 rokov),34
SK0327,SK0327511617,Okres Poltár,Mládzovo,muž,poproduktívny vek (65 a viac rokov),12
SK0327,SK0327511617,Okres Poltár,Mládzovo,žena,predproduktívny vek (0-14 rokov),5
SK0327,SK0327511617,Okres Poltár,Mládzovo,žena,produktívny vek (15-64 rokov),28
SK0327,SK0327511617,Okres Poltár,Mládzovo,žena,poproduktívny vek (65 a viac rokov),12
SK0327,SK0327511684,Okres Poltár,Ozdín,muž,predproduktívny vek (0-14 rokov),11
SK0327,SK0327511684,Okres Poltár,Ozdín,muž,produktívny vek (15-64 rokov),104
SK0327,SK0327511684,Okres Poltár,Ozdín,muž,poproduktívny vek (65 a viac rokov),25
SK0327,SK0327511684,Okres Poltár,Ozdín,žena,predproduktívny vek (0-14 rokov),17
SK0327,SK0327511684,Okres Poltár,Ozdín,žena,produktívny vek (15-64 rokov),96
SK0327,SK0327511684,Okres Poltár,Ozdín,žena,poproduktívny vek (65 a viac rokov),35
SK0327,SK0327511765,Okres Poltár,Poltár,muž,predproduktívny vek (0-14 rokov),363
SK0327,SK0327511765,Okres Poltár,Poltár,muž,produktívny vek (15-64 rokov),1807
SK0327,SK0327511765,Okres Poltár,Poltár,muž,poproduktívny vek (65 a viac rokov),397
SK0327,SK0327511765,Okres Poltár,Poltár,žena,predproduktívny vek (0-14 rokov),354
SK0327,SK0327511765,Okres Poltár,Poltár,žena,produktívny vek (15-64 rokov),1814
SK0327,SK0327511765,Okres Poltár,Poltár,žena,poproduktívny vek (65 a viac rokov),598
SK0327,SK0327511820,Okres Poltár,Rovňany,muž,predproduktívny vek (0-14 rokov),16
SK0327,SK0327511820,Okres Poltár,Rovňany,muž,produktívny vek (15-64 rokov),92
SK0327,SK0327511820,Okres Poltár,Rovňany,muž,poproduktívny vek (65 a viac rokov),15
SK0327,SK0327511820,Okres Poltár,Rovňany,žena,predproduktívny vek (0-14 rokov),18
SK0327,SK0327511820,Okres Poltár,Rovňany,žena,produktívny vek (15-64 rokov),71
SK0327,SK0327511820,Okres Poltár,Rovňany,žena,poproduktívny vek (65 a viac rokov),34
SK0327,SK0327511889,Okres Poltár,Šoltýska,muž,predproduktívny vek (0-14 rokov),1
