Zoznam zvolených starostov,,,,,,,,,,
,,,,,,,,,,
Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Meno,Priezvisko,Politický subjekt
4,Nitriansky kraj,403,Nitra,403,Nitra,500640,Nové Sady,Patrik,Matušík,REPUBLIKA
4,Nitriansky kraj,403,Nitra,403,Nitra,500666,Paňa,Milan,Korenči,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI
4,Nitriansky kraj,403,Nitra,403,Nitra,500674,Podhorany,Lucia,Kuťková,NEKA
4,Nitriansky kraj,403,Nitra,403,Nitra,500682,Pohranice,Ladislav,Hajdu,NEKA
4,Nitriansky kraj,403,Nitra,403,Nitra,500691,Poľný Kesov,Ľubica,Poluchová,NEKA
4,Nitriansky kraj,403,Nitra,403,Nitra,500704,Rišňovce,Mário,Machovec,Hlas - sociálna demokracia
4,Nitriansky kraj,403,Nitra,403,Nitra,500712,Rumanová,Jozef,Jankovič,SMER - SD
4,Nitriansky kraj,403,Nitra,403,Nitra,555991,Svätoplukovo,Richard,Kozel,NEKA
4,Nitriansky kraj,403,Nitra,403,Nitra,581691,Štefanovičová,Jaroslav,Bíro,NEKA
4,Nitriansky kraj,403,Nitra,403,Nitra,582719,Štitáre,Valéria,Kurucová,NEKA
4,Nitriansky kraj,403,Nitra,403,Nitra,500780,Šurianky,Marek,Peňaško,NEKA
4,Nitriansky kraj,403,Nitra,403,Nitra,500798,Tajná,Karol,Odráška,NEKA
4,Nitriansky kraj,403,Nitra,403,Nitra,555967,Telince,Róbert,Szurdi,NEKA
4,Nitriansky kraj,403,Nitra,403,Nitra,500844,Veľká Dolina,Vladislav,Borík,"Hlas - sociálna demokracia, SMER - SD, SNS"
4,Nitriansky kraj,403,Nitra,403,Nitra,500518,Veľké Chyndice,Csaba,Farkas,SMER - SD
4,Nitriansky kraj,403,Nitra,403,Nitra,500887,Veľké Zálužie,Milan,Bíro,"SMER - SD, Hlas - sociálna demokracia"
4,Nitriansky kraj,403,Nitra,403,Nitra,500895,Veľký Cetín,Roman,Kiác,NEKA
4,Nitriansky kraj,403,Nitra,403,Nitra,555860,Veľký Lapáš,Katarína,Babalová,NEKA
4,Nitriansky kraj,403,Nitra,403,Nitra,500917,Vinodol,Peter,Straňák,NEKA
4,Nitriansky kraj,403,Nitra,403,Nitra,500933,Vráble,Viktor,Németh,Tím Kraj Nitra
4,Nitriansky kraj,403,Nitra,403,Nitra,500941,Výčapy - Opatovce,Jozef,Holúbek,NEKA
4,Nitriansky kraj,403,Nitra,403,Nitra,500950,Zbehy,Adam,Žákovič,NEKA
4,Nitriansky kraj,403,Nitra,403,Nitra,500992,Žirany,Imrich,Nagy,NEKA
4,Nitriansky kraj,403,Nitra,403,Nitra,501018,Žitavce,Stanislav,Strieška,Hlas - sociálna demokracia
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500062,Beladice,Mário,Žáčik,OKS
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500127,Čaradice,Vladislav,Uličný,NEKA
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,555916,Červený Hrádok,Monika,Furová,NEKA
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500151,Čierne Kľačany,Alena,Górová,NEKA
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500283,Hostie,Peter,Štepianský,SNS
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500305,Hosťovce,Silvia,Kukučková,NEKA
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500321,Choča,Alena,Záhoreczová,SMER - SD
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500364,Jedľové Kostoľany,Roman,Vojtela,NEKA
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500429,Kostoľany pod Tribečom,Michal,Pintér,"SMER - SD, Hlas - sociálna demokracia"
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500437,Ladice,Alžbeta,Lacziková,"SMER - SD, Hlas - sociálna demokracia"
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500461,Lovce,František,Richter,"SMER - SD, SNS"
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500500,Machulince,Bohumil,Bielik,NEKA
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,555924,Malé Vozokany,Jana,Ďurčeková,SNS
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500542,Mankovce,Milan,Vrábel,Hlas - sociálna demokracia
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500551,Martin nad Žitavou,Slavomír,Fabian,NEKA
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500585,Nemčiňany,Jozef,Keseg,"SMER - SD, Hlas - sociálna demokracia"
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500593,Neverice,Milan,Kováč,"SNS, Hlas - sociálna demokracia, SMER - SD"
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500607,Nevidzany,Kristína,Bónová,SMER - SD
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500658,Obyce,Milan,Garaj,SNS
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500721,Skýcov,Tomáš,Kolembus,Hlas - sociálna demokracia
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500747,Sľažany,Jozef,Magát,"Hlas - sociálna demokracia, SMER - SD, SME RODINA"
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500755,Slepčany,Ján,Határ,Hlas - sociálna demokracia
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,517305,Tekovské Nemce,Mária,Rudzanová,NEKA
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500810,Tesárske Mlyňany,Stanislav,Babocký,NEKA
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500828,Topoľčianky,Juraj,Mesko,SMER - SD
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500836,Velčice,Štefan,Eliaš,Hlas - sociálna demokracia
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,555932,Veľké Vozokany,Justína,Pálková,NEKA
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500909,Vieska nad Žitavou,Štefan,Mladý,SMER - SD
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500925,Volkovce,Tomáš,Kozolka,NEKA
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500968,Zlaté Moravce,Dušan,Husár,"SMER - SD, Hlas - sociálna demokracia, SNS"
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500976,Zlatno,Martin,Zeman,"SMER - SD, Hlas - sociálna demokracia"
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500984,Žikava,Zuzana,Dubajová,NEKA
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,582816,Žitavany,Pavel,Chren,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503029,Andovce,Peter,Puss,SZÖVETSÉG - ALIANCIA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503037,Bajtava,Jozef,Benkó,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503045,Bánov,Miloš,Rybár,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503053,Bardoňovo,Peter,Wurczer,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503061,Belá,Klaudia,Pintérová,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503070,Bešeňov,Štefan,Šimko,ŽIVOT
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503088,Bíňa,Anita,Herbácskóová,SZÖVETSÉG - ALIANCIA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503096,Branovo,Andrea,Šulíková,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503100,Bruty,Alexander,Hubač,SZÖVETSÉG - ALIANCIA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503118,Čechy,Jozef,Baranovič,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503126,Černík,Peter,Stuchlý,Hlas - sociálna demokracia
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503134,Dedinka,Eva,Poláková,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503151,Dolný Ohaj,Ivan,Solár,"KDH, SME RODINA, Hlas - sociálna demokracia"
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503169,Dubník,Jozef,Ostrodický,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503177,Dvory nad Žitavou,Branislav,Becík,Hlas - sociálna demokracia
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503185,Gbelce,Szabolcs,Bolya,SZÖVETSÉG - ALIANCIA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503193,Hul,Ivan,Šeben,"SMER - SD, Hlas - sociálna demokracia"
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503207,Chľaba,Gregor,Izrael,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503215,Jasová,Stanislav,Pohuba,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503223,Jatov,Adriana,Matúšeková,SMER - SD
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503231,Kamenica nad Hronom,František,Párkanský,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503240,Kamenín,Jozef,Grman,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503258,Kamenný Most,Ján,Richtárik,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503266,Kmeťovo,Martina,Csomorová,"SMER - SD, SNS"
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503274,Kolta,Ľubor,Krnčan,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503282,Komjatice,Peter,Hlavatý,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503291,Komoča,Imrich,Lukács,SZÖVETSÉG - ALIANCIA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503312,Leľa,Richard,Dajcs,SZÖVETSÉG - ALIANCIA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503321,Lipová,Tatiana,Ölvecká,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503339,Ľubá,Anetta,Kovácsová,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503347,Malá nad Hronom,Rita,Pásztorová,SZÖVETSÉG - ALIANCIA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503355,Malé Kosihy,Attila,Pszár,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503363,Maňa,Tomáš,Pražák,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503371,Michal nad Žitavou,Juraj,Supek,SMER - SD
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503398,Mojzesovo,Slavomír,Hačko,Hlas - sociálna demokracia
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503401,Mužla,Iván,Farkas,SZÖVETSÉG - ALIANCIA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,556092,Nána,Dezider,Molnár,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503436,Nová Vieska,Valéria,Geri,SZÖVETSÉG - ALIANCIA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503011,Nové Zámky,Otokar,Klein,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,582361,Obid,Monika,Vajda,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503452,Palárikovo,Ľubica,Karasová,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,556033,Pavlová,Monika,Górová,SZÖVETSÉG - ALIANCIA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503479,Podhájska,Jozef,Krajmer,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503487,Pozba,Katarína,Ivaničová,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503495,Radava,Marian,Chrenko,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503509,Rastislavice,Tatiana,Kořínková,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503517,Rúbaň,Štěpánka,Zacharová,SZÖVETSÉG - ALIANCIA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503525,Salka,Silvia,Cagalová,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503533,Semerovo,Peter,Čelko,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503541,Sikenička,Tímea,Kálaziová,SZÖVETSÉG - ALIANCIA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503550,Strekov,Ján,Téglás,SZÖVETSÉG - ALIANCIA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503568,Svodín,Szabolcs,Méri,SZÖVETSÉG - ALIANCIA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503576,Šarkan,Beata,Farkasová,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503584,Štúrovo,Eugen,Szabó,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503592,Šurany,Marcel,Filaga,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503606,Trávnica,Marián,Václav,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503614,Tvrdošovce,Marián,Tóth,SZÖVETSÉG - ALIANCIA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,556050,Úľany nad Žitavou,Rudolf,Frýželka,"ŽIVOT, SMER - SD, Hlas - sociálna demokracia"
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503631,Veľké Lovce,Marek,Šafár,"KDH, SME RODINA, Hlas - sociálna demokracia"
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503380,Veľký Kýr,Judita,Valašková,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,556025,Vlkas,Martina,Horváthová,NEKA
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503649,Zemné,János,Bób,SZÖVETSÉG - ALIANCIA
4,Nitriansky kraj,405,Šaľa,405,Šaľa,503711,Diakovce,Kristína,Jakócsová,SZÖVETSÉG - ALIANCIA
4,Nitriansky kraj,405,Šaľa,405,Šaľa,503720,Dlhá nad Váhom,Bálint,Mészáros,NEKA
4,Nitriansky kraj,405,Šaľa,405,Šaľa,500241,Hájske,Jaroslav,Bennár,NEKA
4,Nitriansky kraj,405,Šaľa,405,Šaľa,555878,Horná Kráľová,Peter,Šoka,NEKA
4,Nitriansky kraj,405,Šaľa,405,Šaľa,503886,Kráľová nad Váhom,Jaroslava,Bergendiová,NEKA
4,Nitriansky kraj,405,Šaľa,405,Šaľa,500739,Močenok,Roman,Urbánik,"SMER - SD, Hlas - sociálna demokracia, SNS"
4,Nitriansky kraj,405,Šaľa,405,Šaľa,503932,Neded,Henrieta,Selmecziová,NEKA
4,Nitriansky kraj,405,Šaľa,405,Šaľa,503991,Selice,Igor,Mandák,NEKA
4,Nitriansky kraj,405,Šaľa,405,Šaľa,504025,Šaľa,Jozef,Belický,NEKA
4,Nitriansky kraj,405,Šaľa,405,Šaľa,504068,Tešedíkovo,Ildikó,Agócs Kőrösi,SZÖVETSÉG - ALIANCIA
4,Nitriansky kraj,405,Šaľa,405,Šaľa,504092,Trnovec nad Váhom,Oliver,Berecz,NEKA
4,Nitriansky kraj,405,Šaľa,405,Šaľa,504165,Vlčany,János,Restár,SZÖVETSÉG - ALIANCIA
4,Nitriansky kraj,405,Šaľa,405,Šaľa,504190,Žihárec,Peter,Jónás,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556220,Ardanovce,Maroš,Barta,SNS
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542661,Belince,Ivan,Vaverka,KDH
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542695,Biskupová,Stanislav,Knížat,SNS
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542709,Blesovce,Jozef,Chochula,SMER - SD
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542717,Bojná,Jozef,Stankovský,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556297,Čeľadince,Daniel,Hučko,SMER - SD
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542792,Čermany,Radovan,Bobula,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556262,Dvorany nad Nitrou,František,Košecký,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542881,Hajná Nová Ves,Ľuboš,Koma,SMER - SD
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556351,Horné Chlebany,Jozef,Ladický,SMER - SD
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542938,Horné Obdokovce,Marián,Beneš,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542954,Horné Štitáre,Martin,Fulka,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542971,Hrušovany,Jozef,Benca,SMER - SD
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556165,Chrabrany,Jana,Šupová,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556157,Jacovce,Jaroslav,Božik,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,543039,Kamanová,Peter,Hudec,"SMER - SD, Hlas - sociálna demokracia"
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,543063,Koniarovce,Miroslav,Konštiak,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,543071,Kovarce,Andrej,Čopík,KDH
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,543101,Krnča,Ľuboš,Meluš,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,543110,Krtovce,Juraj,Oravec,SMER - SD
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,581704,Kuzmice,Peter,Mojžiš,"SMER - SD, Hlas - sociálna demokracia"
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505021,Lipovník,Dušan,Turčan,"SMER - SD, SNS, Hlas - sociálna demokracia"
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505048,Ludanice,Matúš,Dočkalik,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505064,Lužany,Juraj,Halás,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505137,Malé Ripňany,Pavol,Gubáň,"SMER - SD, Hlas - sociálna demokracia"
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,581305,Nemčice,Jozef,Mokoš,"SMER - SD, SNS"
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505226,Nemečky,Viera,Uhlárová,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505234,Nitrianska Blatnica,Igor,Slávik,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505242,Nitrianska Streda,Juraj,Remeň,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505251,Norovce,Peter,Doval,KDH
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505285,Oponice,Milan,Gál,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556211,Orešany,Jarmila,Šišková,"SNS, SMER - SD"
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505340,Podhradie,Milan,Štefkovič,KDH
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505374,Prašice,Karin,Šimková,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,581658,Práznovce,Dušan,Macho,"SNS, Hlas - sociálna demokracia"
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505404,Preseľany,Daniel,Šiška,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505421,Radošina,Bohuš,Bartošek,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505439,Rajčany,Mária,Švecová,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505498,Solčany,Juraj,Soboňa,SNS
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556327,Solčianky,Juraj,Krištof,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505510,Súlovce,Ivan,Pecháč,Hlas - sociálna demokracia
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556238,Svrbice,Vladimír,Hromádka,"Hlas - sociálna demokracia, KDH"
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505536,Šalgovce,Tibor,Púček,"SMER - SD, SNS, Hlas - sociálna demokracia"
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505561,Tesáre,Zuzana,Ozimý,Hlas - sociálna demokracia
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,504998,Topoľčany,Alexandra,Gieciová,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,580457,Tovarníky,Miroslav,Ďurák,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505617,Tvrdomestice,Jozef,Beňo,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505641,Urmince,Matúš,Hubinský,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505676,Veľké Dvorany,Tibor,Zachar,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505714,Veľké Ripňany,Jozef,Krištof,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505749,Velušovce,Rastislav,Zemánik,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505757,Vozokany,Jaroslav,Bazala,NEKA
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505773,Závada,Peter,Zigo,KDH
5,Žilinský kraj,501,Čadca,502,Čadca,509132,Čadca,Matej,Šimášek,Hlas - sociálna demokracia
5,Žilinský kraj,501,Čadca,502,Čadca,509159,Čierne,Peter,Staňo,NEKA
5,Žilinský kraj,501,Čadca,502,Čadca,509167,Dlhá nad Kysucou,Helena,Dzurinová,"Hlas - sociálna demokracia, SMER - SD, SNS"
5,Žilinský kraj,501,Čadca,502,Čadca,509183,Dunajov,Jaroslav,Brodek,NEKA
5,Žilinský kraj,501,Čadca,502,Čadca,509213,Klokočov,Radoslav,Zajac,"Hlas - sociálna demokracia, SNS, KDH"
5,Žilinský kraj,501,Čadca,502,Čadca,509221,Klubina,Božena,Poliačková,NEKA
5,Žilinský kraj,501,Čadca,502,Čadca,509230,Korňa,Marianna,Bebčáková,NEKA
5,Žilinský kraj,501,Čadca,502,Čadca,509248,Krásno nad Kysucou,Jozef,Grapa,NEKA
5,Žilinský kraj,501,Čadca,502,Čadca,509299,Makov,Stanislav,Gašparík,NEKA
5,Žilinský kraj,501,Čadca,502,Čadca,509311,Nová Bystrica,Jozef,Kuric,NEKA
5,Žilinský kraj,501,Čadca,502,Čadca,509337,Olešná,Anton,Dočár,NEKA
5,Žilinský kraj,501,Čadca,502,Čadca,509345,Oščadnica,Marián,Plevko,NEKA
5,Žilinský kraj,501,Čadca,502,Čadca,509361,Podvysoká,Ján,Opial,"Hlas - sociálna demokracia, SNS"
5,Žilinský kraj,501,Čadca,502,Čadca,509396,Radôstka,Simona,Lutišanová Matejčíková,NEKA
5,Žilinský kraj,501,Čadca,502,Čadca,509400,Raková,Anton,Heglas,NEKA
5,Žilinský kraj,501,Čadca,502,Čadca,509451,Skalité,Jozef,Cech,"Hlas - sociálna demokracia, SMER - SD, SNS"
5,Žilinský kraj,501,Čadca,502,Čadca,509477,Stará Bystrica,Ján,Podmanický,"SMER - SD, Hlas - sociálna demokracia, SNS"
5,Žilinský kraj,501,Čadca,502,Čadca,509485,Staškov,Ladislav,Šimčisko,NEKA
5,Žilinský kraj,501,Čadca,502,Čadca,509493,Svrčinovec,Renáta,Majchráková,NEKA
5,Žilinský kraj,501,Čadca,502,Čadca,509507,Turzovka,Ľubomír,Golis,"Hlas - sociálna demokracia, SNS"
5,Žilinský kraj,501,Čadca,502,Čadca,509515,Vysoká nad Kysucou,Anton,Varecha,NEKA
5,Žilinský kraj,501,Čadca,502,Čadca,509523,Zákopčie,Ján,Slaninák,NEKA
5,Žilinský kraj,501,Čadca,502,Čadca,509531,Zborov nad Bystricou,Juraj,Hlavatý,NEKA
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,580813,Bziny,Miriam,Mokošová,NEKA
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509639,Dlhá nad Oravou,Ján,Kamas,NEKA
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509540,Dolný Kubín,Ján,Prílepok,NEKA
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509671,Horná Lehota,Jozef,Mäsiar,SNS
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509698,Chlebnice,Anton,Staš,NEKA
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509701,Istebné,Martin,Kováčik,NEKA
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509710,Jasenová,Paulína,Škradová,NEKA
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509744,Kraľovany,Ľuboš,Palovič,NEKA
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509761,Krivá,Juraj,Leginus,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509787,Leštiny,Matej,Michna,NEKA
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509825,Malatiná,Tatiana,Červeňová,Hlas - sociálna demokracia
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509833,Medzibrodie nad Oravou,Michal,Janota,KDH
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509922,Oravská Poruba,Mária,Babiaková,NEKA
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509957,Oravský Podzámok,Jozef,Záhora,NEKA
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509965,Osádka,Miroslav,Jurák,NEKA
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509973,Párnica,Ján,Hančiak,NEKA
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509990,Pokryváč,Miroslav,Lupták,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,510009,Pribiš,Rastislav,Suroviak,KDH
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,510017,Pucov,Metod,Sojčák,NEKA
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,510041,Sedliacka Dubová,Ladislav,Tomáň,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,510165,Veličná,Daniel,Laura,NEKA
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,510181,Vyšný Kubín,Michal,Balko,NEKA
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,510211,Zázrivá,Matúš,Mních,SMER - SD
