Zoznam kandidátov na starostu obce,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Poradie na hlasovacom lístku,Meno,Priezvisko,Titul,Vek,Zamestnanie,Politický subjekt,Poznámka
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513610,Púchov,3,Katarína,Heneková,"JUDr., M.B.A.",47,primátorka,NEKA,
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513610,Púchov,4,Roman,Hvizdák,PhDr.,46,stredoškolský sociálny pedagóg,NEKA,
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513610,Púchov,5,Marián,Michalec,Mgr.,55,manažér,NEKA,
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,557471,Streženice,1,Juraj,Hrišo,Ing.,39,starosta obce,"Hlas - sociálna demokracia, SMER - SD",
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,557471,Streženice,2,Jozef,Pavlis,Ing.,30,obchodný zástupca,NEKA,
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513776,Visolaje,1,Miroslav,Baláž,Ing.,32,vedúci,NEKA,
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513776,Visolaje,2,Peter,Janík,,50,starosta obce,Hlas - sociálna demokracia,
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513776,Visolaje,3,Ľubomír,Palkech,,52,podnikateľ,SNS,
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,557498,Vydrná,1,Milan,Gášek,,62,starosta obce,"SMER - SD, Hlas - sociálna demokracia, SNS",
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513814,Záriečie,1,Katarína,Daníková,Mgr.,48,živnostníčka,NEKA,
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513814,Záriečie,2,Peter,Haluška,,46,vodič,"Hlas - sociálna demokracia, SMER - SD",
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,500348,Zubák,1,Silvester,Babača,,41,vodič,"DOBRÁ VOĽBA a Umiernení, KDH, SaS",
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,500348,Zubák,2,Pavol,Gelo,,39,starosta obce,"Hlas - sociálna demokracia, SNS, SMER - SD",
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,500348,Zubák,3,Jaroslav,Šutriepka,,38,súkromný podnikateľ,SME RODINA,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,542733,Bošany,1,Dávid,Bujna,Mgr.,34,podnikateľ,NEKA,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,542733,Bošany,2,Pavol,Hodál,,37,živnostník,NEKA,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,542733,Bošany,3,Peter,Michlík,"Bc., Ing.",53,štátny zamestnanec,ODS - Občianski demokrati Slovenska,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,542733,Bošany,4,Branislav,Pajda,Mgr.,42,starosta obce,NEKA,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,580449,Brodzany,1,Petra,Kubíni,Mgr.,37,manažérka marketingu,NEKA,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,580449,Brodzany,2,Anton,Zima,,65,starosta obce,"SMER - SD, Hlas - sociálna demokracia",
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,542962,Hradište,1,Miloš,Baránik,Mgr.,54,starosta,"SNS, SMER - SD, Hlas - sociálna demokracia",
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,543004,Chynorany,1,Veronika,Bezáková,Mgr.,35,administratívna pracovníčka,NEKA,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,543004,Chynorany,2,Dominik,Gajdoš,Mgr. art.,33,"SZČO, umelec",KDH,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,556416,Ješkova Ves,1,Ján,Moravčík,,58,lodný kapitán,"Hlas - sociálna demokracia, SMER - SD",
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,556416,Ješkova Ves,2,Ján,Najman,Mgr.,39,oblastný manažér,NEKA,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,543047,Klátova Nová Ves,1,Iveta,Randziaková,Ing.,59,starostka obce,"SMER - SD, Hlas - sociálna demokracia, SNS, SME RODINA",
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,543055,Kolačno,1,Peter,Belianský,Mgr.,59,živnostník,KDH,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,543055,Kolačno,2,Lýdia,Petríková,Ing.,58,starostka,"SMER - SD, Hlas - sociálna demokracia, SNS",
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,543055,Kolačno,3,Jozef,Žiak,,49,mestský policajt,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,556246,Krásno,1,Martin,Mikloš,"Ing.,Mgr.,Mgr.,PhD.",47,starosta,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,556173,Livina,1,Jana,Petrejeová,Ing.,50,starostka obce,"SMER - SD, Hlas - sociálna demokracia, SME RODINA",
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,556190,Livinské Opatovce,1,Alena,Kubrická,,44,starostka obce,NEKA,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,556190,Livinské Opatovce,2,Alojz,Potočár,,57,stavbyvedúci,NEKA,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505129,Malé Kršteňany,1,Eva,Mešinová,,56,starostka,NEKA,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,580953,Malé Uherce,1,Jozef,Balážka,,55,lektor,"KDH, SaS, DOBRÁ VOĽBA a Umiernení",
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,580953,Malé Uherce,2,Štefan,Čepko,Ing.,68,starosta,NEKA,X
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,580953,Malé Uherce,3,Barbora,Švecová,Mgr.,32,koordinátorka vzdelávania,"SME RODINA, Hlas - sociálna demokracia, SMER - SD, SNS",
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,580953,Malé Uherce,4,Martina,Žilková,PhDr.,42,"samostatná radkyňa ÚPSVaR,spoluzakladateľka OZ",Progresívne Slovensko,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505170,Nadlice,1,Lívia,Babincová,,33,živnostníčka,NK/NEKA,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505170,Nadlice,2,Peter,Dubravický,Ing.,44,skladník,"SMER - SD, Hlas - sociálna demokracia",
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505170,Nadlice,3,Július,Paulička,,57,starosta obce,NEKA,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505196,Nedanovce,1,Jaroslav,Domček,,43,zamestnanec vo verejnej službe,KDH,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505196,Nedanovce,2,Tomáš,Domin,Mgr.,31,štátny zamestnanec - vedúci oddelenia,"SNS, SMER - SD, Hlas - sociálna demokracia, SME RODINA",
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505196,Nedanovce,3,Marek,Grach,,30,referent úseku logistiky a distribúcie,NEKA,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505196,Nedanovce,4,Peter,Závodský,,44,elektrotechnik,REPUBLIKA,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505307,Ostratice,1,Róbert,Košík,"PaedDr., PhD.",46,pedagóg,NK/NEKA,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505307,Ostratice,2,Stanislav,Margolien,,61,starosta obce,NEKA,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505307,Ostratice,3,Vojtech,Volf,Ing.,55,výsluhový dôchodca,NEKA,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505315,Partizánske,1,Jozef,Božik,"doc., PaedDr., PhD.",46,primátor,NEKA,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505323,Pažiť,1,Mária,Gendiarová,Bc.,58,starostka obce,KDH,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505323,Pažiť,2,Slavka,Súlovská,Mgr.,49,samostatne zárobkovo činná osoba,NEKA,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505463,Skačany,1,Juraj,Kližan,Ing.,41,starosta obce,"SNS, SMER - SD, Hlas - sociálna demokracia",
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,556271,Turčianky,1,Eva,Dragulová,,62,starostka obce,"SMER - SD, Hlas - sociálna demokracia",
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505706,Veľké Kršteňany,1,Vladimír,Kopál,,58,starosta obce,"SMER - SD, Hlas - sociálna demokracia, SNS, SME RODINA",
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505706,Veľké Kršteňany,2,Jana,Makvová,,60,administratívna pracovníčka,"KDH, SaS",
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505722,Veľké Uherce,1,Peter,Baláž,,57,samostatne zárobkovo činná osoba,KDH,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505722,Veľké Uherce,2,Martin,Chalupa,Ing.,38,technológ,Hlas - sociálna demokracia,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505722,Veľké Uherce,3,Juraj,Kopál,Bc.,48,"moderátor, redaktor",NEKA,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505722,Veľké Uherce,4,Lýdia,Korcová,,49,matrikárka,NEKA,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505722,Veľké Uherce,5,Mária,Patáková Štangová,,41,regionálna riaditeľka v poisťovni,NEKA,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505722,Veľké Uherce,6,Maroš,Rybanský,,47,vodič,NEKA,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505731,Veľký Klíž,1,Juraj,Martiška,Mgr.,42,učiteľ,NEKA,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505731,Veľký Klíž,2,Anton,Stanko,Ing.,62,starosta,KDH,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505803,Žabokreky nad Nitrou,1,Milan,Bezák,,44,konateľ,"SME RODINA, SMER - SD, Hlas - sociálna demokracia",
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505803,Žabokreky nad Nitrou,2,Cyril,Cabadaj,,41,starosta obce,NEKA,
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505803,Žabokreky nad Nitrou,3,Miroslav,Poništ,,42,živnostník,NEKA,X
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513903,Bojnice,1,Maroš,Greschner,Mgr.,49,výsluhový dôchodca,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513903,Bojnice,2,Jozef,Hatvanyi,,59,odborný lesný hospodár,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513903,Bojnice,3,Ladislav,Smatana,MVDr.,57,veterinárny lekár,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513911,Bystričany,1,Filip,Lukáč,Mgr.,32,starosta obce,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513920,Cigeľ,1,Ľudovít,Fábry,Mgr.,54,odborný radca,DOBRÁ VOĽBA a Umiernení,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513920,Cigeľ,2,Eduard,Krausko,Ing.,39,technický výrobný inžinier,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513920,Cigeľ,3,Lucia,Svitková,Ing.,40,ekonómka obce,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513920,Cigeľ,4,Margita,Šimorková,,50,pedagogička,ĽS Naše Slovensko,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513938,Čavoj,1,Anna,Gulášová,JUDr.,54,starostka,SMER - SD,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513946,Čereňany,1,Vladimír,Kollár,,60,živnostník,SNS,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513946,Čereňany,2,Richard,Masný,"Ing., PhD.",55,starosta,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513954,Diviacka Nová Ves,1,Ivan,Kohút,,55,starosta obce,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513954,Diviacka Nová Ves,2,Robert,Žember,,58,nezamestnaný,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513962,Diviaky nad Nitricou,1,Radovan,Iliaš,Ing.,44,vedúci strediska správy ciest,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513962,Diviaky nad Nitricou,2,Michal,Obert,Ing.,33,manažér oddelenia nákupu v medzinárodnej spoločnosti,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513962,Diviaky nad Nitricou,3,Vladimír,Pružinec,,60,starosta,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513962,Diviaky nad Nitricou,4,Helena,Rendeková,Ing.,53,učiteľka odborných predmetov,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513962,Diviaky nad Nitricou,5,Igor,Vavro,JUDr.,60,riaditeľ múzea,"Hlas - sociálna demokracia, SNS",
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513971,Dlžín,1,František,Adamec,,57,starosta obce,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513971,Dlžín,2,Jozef,Štefanec,JUDr.,52,živnostník,Hlas - sociálna demokracia,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513989,Dolné Vestenice,1,Viliam,Šuhajda,,53,finančný sprostredkovateľ,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,1,Viliam,Ciberej,,42,živnostník,NK/NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,2,Silvia,Grúberová,Mgr.,41,primátorka,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,3,Tatiana,Molnárová,Ing.,50,facility manažérka v samospráve,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,4,Branislav,Ondruška,Mgr.,38,psychológ,DOMOV-NS,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,5,Peter,Smorek,Mgr.,43,pedagóg,ŽIVOT,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,6,Ján,Spevár,M.A.,55,manažér,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,7,Jozef,Stopka,"JUDr., Ing., PhD.",55,právnik,SMER - SD,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,8,Robert,Šuník,,48,konateľ-manažér,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514004,Horná Ves,1,Jozef,Hrotek,,60,starosta,"Hlas - sociálna demokracia, SMER - SD",
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514004,Horná Ves,2,Roman,Poliak,Ing.,25,"agronóm, zootechnik",NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514012,Horné Vestenice,1,Ivana,Bernátová,,52,opatrovateľka,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514012,Horné Vestenice,2,Pavol,Foltán,Ing.,59,technik,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514021,Chrenovec - Brusno,1,Tibor,Čičmanec,"Ing., MBA",60,starosta,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514039,Chvojnica,1,Branislav,Dobrotka,,40,starosta obce,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514039,Chvojnica,2,Ľudovít,Štefan,,60,živnostník,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,557714,Jalovec,1,Peter,Kotian,Ing.,50,starosta,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,557714,Jalovec,2,Ján,Tonhaiser,Mgr.,33,projektový kontrolór,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514063,Kamenec pod Vtáčnikom,1,Dušan,Ďuriš,Ing.,53,starosta obce,SMER - SD,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514071,Kanianka,1,Peter,Bielický,DiS.art.,37,projektový manažér,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514071,Kanianka,2,Ivor,Husár,Ing.,53,starosta,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514071,Kanianka,3,František,Urban,,46,vodič,ĽS Naše Slovensko,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514080,Kľačno,1,Jozef,Ďuriš,,49,starosta,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514080,Kľačno,2,Daniela,Znamenáková,Mgr.,33,učiteľka,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514098,Kocurany,1,Vojtech,Čičmanec,Ing.,59,starosta,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514101,Kostolná Ves,1,Mária,Žofčinová,Mgr.,60,starostka obce,Hlas - sociálna demokracia,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514110,Koš,1,Miroslav,Budinský,,53,vodič autobusu,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514110,Koš,2,Ján,Mjartan,,49,SZČO,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514110,Koš,3,Rastislav,Píš,,51,technik,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514128,Lazany,1,Jana,Matiašková,"Ing., MBA",42,starostka obce,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514136,Lehota pod Vtáčnikom,1,Rastislav,Bakus,Ing.,53,manažér,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514136,Lehota pod Vtáčnikom,2,Michal,Ďureje,"Mgr., PhD.",38,hovorca mesta,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514136,Lehota pod Vtáčnikom,3,Jaroslav,Lašák,,51,živnostník,SMER - SD,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514136,Lehota pod Vtáčnikom,4,Róbert,Tonhajzer,,48,montér vodovodu,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514136,Lehota pod Vtáčnikom,5,Štefan,Vida,,52,podnikateľ,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514144,Liešťany,1,Branislav,Krpelan,,45,živnostník,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514144,Liešťany,2,Ľubomír,Noska,,61,starosta obce,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,557706,Lipník,1,Peter,Mikuško,Ing.,46,starosta obce,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514179,Malá Čausa,1,Jozef,Krpelan,,35,starosta obce,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514179,Malá Čausa,2,Jana,Melišková,Mgr.,57,samostatná radkyňa úradu práce,SME RODINA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514179,Malá Čausa,3,Martin,Valenta,,51,dobrovoľne nezamestnaný,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514187,Malinová,1,Juraj,Stiffel,,36,starosta,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514209,Nedožery - Brezany,1,Pavol,Cipov,Ing.,50,ekonóm stavby,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514209,Nedožery - Brezany,2,Jaroslav,Pekár,"Ing., PhD.",41,starosta obce,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514209,Nedožery - Brezany,3,Zuzana,Plicová,Bc.,49,štátna zamestnankyňa,Hlas - sociálna demokracia,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514217,Nevidzany,1,Denis,Iliaš,,37,obsluha kotúčovej píly,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514217,Nevidzany,2,Beata,Vrecková,Ing.,59,starostka,"SMER - SD, Hlas - sociálna demokracia",
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514225,Nitrianske Pravno,1,Imrich,Gaplovský,Ing.,55,manažér grafického štúdia,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514225,Nitrianske Pravno,2,Stanislav,Holec,Mgr.,66,dôchodca,"Hlas - sociálna demokracia, SMER - SD",
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514225,Nitrianske Pravno,3,Andrej,Richter,Mgr.,42,starosta obce,KDH,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514225,Nitrianske Pravno,4,Magdaléna,Vaňová,,53,živnostníčka,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514233,Nitrianske Rudno,1,Lenka,Bačíková,,47,pracovníčka výroby,NK/NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514233,Nitrianske Rudno,2,Róbert,Kluvanec,Ing.,52,vedúci dopravy,"Hlas - sociálna demokracia, SNS",
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514233,Nitrianske Rudno,3,Robert,Štrbák,,52,starosta obce,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514241,Nitrianske Sučany,1,Mária,Briatková,Ing.,63,dôchodkyňa,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514241,Nitrianske Sučany,2,Pavol,Caňo,PhDr.,56,starosta obce,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514250,Nitrica,1,Miroslav,Jemala,Ing.,46,starosta obce,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514250,Nitrica,2,Jana,Klemanová,Ing.,42,matrikárka,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514268,Nováky,1,Branislav,Adamec,Ing.,45,štátny zamestnanec,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514268,Nováky,2,Dana,Horná,Mgr.,54,riaditeľka,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514268,Nováky,3,Dušan,Šimka,Ing.,61,primátor mesta,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514284,Opatovce nad Nitrou,1,Jozef,Čecho,,49,invalidný dôchodca,NK/NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514284,Opatovce nad Nitrou,2,Dana,Melišková,Mgr.,59,starostka obce,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514292,Oslany,1,Radoslav,Čangel,Bc.,44,zamestnanec v štátnej službe,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514292,Oslany,2,Ján,Ferjanc,,64,zástupca starostu,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514292,Oslany,3,Milan,Jankanič,Ing.,69,dôchodca,SNS,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514292,Oslany,4,Miroslav,Kováč,Mgr.,38,programátor,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514292,Oslany,5,Adriana,Pecháčová,,52,živnostníčka,NK/NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514292,Oslany,6,Jozef,Pinďura,,58,živnostník,Hlas - sociálna demokracia,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514292,Oslany,7,Ján,Sagan,,35,profesionálny vodič,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514306,Podhradie,1,Ľudovít,Michalovič,,53,elektrotechnik,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514314,Poluvsie,1,Jana,Plšeková,JUDr.,37,právnička,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514314,Poluvsie,2,Martin,Šujan,,41,starosta,"SMER - SD, Hlas - sociálna demokracia",
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514322,Poruba,1,Tomáš,Tóth,"Ing., MBA",31,starosta obce,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514331,Pravenec,1,Marián,Kmeťko,,54,podnikateľ,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514331,Pravenec,2,Jozef,Majzlan,,67,podnikateľ,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513881,Prievidza,1,Branislav,Gigac,Mgr.,25,"poslanec mestského zastupiteľstva, politológ",NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513881,Prievidza,2,Katarína,Macháčková,JUDr.,52,primátorka,SPOLU,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513881,Prievidza,3,Jana,Michaličková,Ing.,70,ekonómka,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513881,Prievidza,4,Vladimír,Revický,,67,konateľ spoločnosti,REPUBLIKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513881,Prievidza,5,Dominika,Vážna,Mgr.,38,vedúca odboru okresného úradu,Hlas - sociálna demokracia,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514349,Radobica,1,Elena,Valenteje,Mgr.,45,starostka obce,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514357,Ráztočno,1,Oto,Dežerický,,52,vedúci úseku technických činností,Hlas - sociálna demokracia,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514357,Ráztočno,2,Jozef,Ficel,Mgr.,45,manažér,SMER - SD,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514357,Ráztočno,3,Petra,Jankejová,Ing.,45,lesná inžinierka,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514357,Ráztočno,4,Jana,Radovská,,55,referentka vnútornej správy,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514365,Rudnianska Lehota,1,Ivan,Javorček,,59,starosta,"SMER - SD, Hlas - sociálna demokracia",
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514373,Sebedražie,1,Dana,Kolláriková,Ing.,52,starostka obce,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514381,Seč,1,Pavel,Pánis,,61,živnostník,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514381,Seč,2,Anton,Vrecko,,40,starosta obce,NEKA,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514390,Šútovce,1,Miroslav,Rajčo,Bc.,46,starosta obce,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514403,Temeš,1,Oľga,Fakanová,,56,starostka,SMER - SD,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514411,Tužina,1,Ľubomír,Bačík,,48,podnikateľ,Hlas - sociálna demokracia,
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514411,Tužina,2,Miroslav,Dzina,,53,starosta,NEKA,
