Zoznam kandidátov na starostu obce,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Poradie na hlasovacom lístku,Meno,Priezvisko,Titul,Vek,Zamestnanie,Politický subjekt,Poznámka
8,Košický kraj,804,Rožňava,808,Rožňava,525596,Čierna Lehota,3,Andrej,Prtko,Mgr.,48,výsluhový dôchodca,Hlas - sociálna demokracia,
8,Košický kraj,804,Rožňava,808,Rožňava,525596,Čierna Lehota,4,Danica,Šlosárová,,50,podnikateľka,SaS,
8,Košický kraj,804,Rožňava,808,Rožňava,525596,Čierna Lehota,5,Beáta,Štefanková,,53,živnostníčka,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525600,Čoltovo,1,Ján,Hubay,,51,starosta,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,
8,Košický kraj,804,Rožňava,808,Rožňava,525600,Čoltovo,2,Peter,Hugyár,,42,sociálny pracovník,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525600,Čoltovo,3,Július,Szepessy,,57,SZČO,NK/NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,560031,Čučma,1,Tomáš,Hajdu,,39,mechanik,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,560031,Čučma,2,Peter,Hronec,,42,nezamestnaný,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,560031,Čučma,3,Rút,Máziková,Ing.,63,banská inšpektorka,KDH,
8,Košický kraj,804,Rožňava,808,Rožňava,560031,Čučma,4,Marián,Ondrej,,40,operátor,SZÖVETSÉG - ALIANCIA,
8,Košický kraj,804,Rožňava,808,Rožňava,560031,Čučma,5,Alexander,Szöllös,,63,starosta obce,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525618,Dedinky,1,Milan,Červenka,,62,starosta obce,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525618,Dedinky,2,Adriana,Ogurčáková,"Ing., PhD.",49,odborný referent Národná kriminálna agentúra odbor Východ,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525626,Dlhá Ves,1,Tomáš,Novák,,45,starosta obce,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525634,Dobšiná,1,Ján,Slovák,,50,primátor,"KDH, SME RODINA, Slovenský PATRIOT",
8,Košický kraj,804,Rožňava,808,Rožňava,525634,Dobšiná,2,Radovan,Žori,,40,konateľ spoločnosti,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525642,Drnava,1,Tibor,Balázs,,60,lesník,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525642,Drnava,2,Annamária,Kosztolányi,,40,podnikateľka,SZÖVETSÉG - ALIANCIA,
8,Košický kraj,804,Rožňava,808,Rožňava,525642,Drnava,3,Tímea,Mátéová,,45,HR Generalist - personalistka,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525642,Drnava,4,Vanessa,Szabó,JUDr.,28,rodičovský príspevok,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525651,Gemerská Hôrka,1,Tibor,Balázs,Ing.,54,starosta obce,SZÖVETSÉG - ALIANCIA,
8,Košický kraj,804,Rožňava,808,Rožňava,525651,Gemerská Hôrka,2,Štefan,Kardos,Ing.,58,hlavný kontrolór obce,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525651,Gemerská Hôrka,3,Gejza,Milko,,49,podnikateľ,SMER - SD,
8,Košický kraj,804,Rožňava,808,Rožňava,514748,Gemerská Panica,1,Michal,Fedor,,38,starosta,"SME RODINA, KDH",
8,Košický kraj,804,Rožňava,808,Rožňava,514748,Gemerská Panica,2,Dušan,Horváth,,44,nezamestnaný,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,514748,Gemerská Panica,3,Zoltán,Ištók,,67,dôchodca,"SMER - SD, Hlas - sociálna demokracia",
8,Košický kraj,804,Rožňava,808,Rožňava,514748,Gemerská Panica,4,Mária,Szabariová,,47,podnikateľka,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525669,Gemerská Poloma,1,Lillian,Bronďošová,Mgr.,52,starostka obce,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525669,Gemerská Poloma,2,Jana,Červenáková,Mgr.,48,prepážkový pracovník,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525669,Gemerská Poloma,3,Marek,Chochol,,44,riadiaci pracovník,KDH,
8,Košický kraj,804,Rožňava,808,Rožňava,525693,Gočaltovo,1,Jarmila,Pavlíková,,53,starostka,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525707,Gočovo,1,Milan,Gecelovský,,65,dôchodca,KDH,
8,Košický kraj,804,Rožňava,808,Rožňava,525707,Gočovo,2,Branislav,Kuzma,Bc.,44,živnostník,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525707,Gočovo,3,Milan,Mlynár,Ing.,48,starosta,SME RODINA,
8,Košický kraj,804,Rožňava,808,Rožňava,525715,Hanková,1,Matilda,Jakubíková,RSDr.,70,starostka,SMER - SD,
8,Košický kraj,804,Rožňava,808,Rožňava,525723,Henckovce,1,Ivan,Fafrák,,56,štátny zamestnanec,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525723,Henckovce,2,Viera,Nemcová,,61,starostka obce,SNS,
8,Košický kraj,804,Rožňava,808,Rožňava,525731,Honce,1,Robert,Hlaváč,Mgr.,32,starosta obce,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525731,Honce,2,Monika,Paličková,,58,výsluhová dôchodkyňa,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525740,Hrhov,1,Norbert,Danko,,50,strojný technik,SZÖVETSÉG - ALIANCIA,
8,Košický kraj,804,Rožňava,808,Rožňava,525758,Hrušov,1,Ján,Garay,,53,SBS G1 monitor,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525758,Hrušov,2,Gabriel,Páll,,36,technik,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525758,Hrušov,3,Gabriel,Parti,,60,starosta,SZÖVETSÉG - ALIANCIA,
8,Košický kraj,804,Rožňava,808,Rožňava,525782,Jablonov nad Turňou,1,Ján,Drotár,,36,vedúci údržby,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525782,Jablonov nad Turňou,2,Slavomír,Zubriczky,Ing.,44,starosta obce,SZÖVETSÉG - ALIANCIA,
8,Košický kraj,804,Rožňava,808,Rožňava,560049,Jovice,1,Ildikó,Lukacsová,,53,starostka obce,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525821,Kečovo,1,Szilárd,Garaj,,43,technický námestník a zástupca výrobného riaditeľa,SZÖVETSÉG - ALIANCIA,
8,Košický kraj,804,Rožňava,808,Rožňava,525821,Kečovo,2,Nikoleta,Gerencsériová,Bc.,35,HR travel administratorka,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525821,Kečovo,3,Gabriela,Kopša Caban,Mgr.,34,opatrovateľka,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525821,Kečovo,4,Viliam,Lőrincz,,51,vodič,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525839,Kobeliarovo,1,Erik,Nemčko,,32,policajt,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525839,Kobeliarovo,2,Janka,Regrutová,PaedDr.,59,starostka,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525847,Koceľovce,1,Peter,Vojtko,,43,starosta obce,Hlas - sociálna demokracia,
8,Košický kraj,804,Rožňava,808,Rožňava,525855,Kováčová,1,Adrián,Dáni,,41,SZČO,SZÖVETSÉG - ALIANCIA,
8,Košický kraj,804,Rožňava,808,Rožňava,525863,Krásnohorská Dlhá Lúka,1,Iveta,Gebeová,,47,vedúca pošty,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525863,Krásnohorská Dlhá Lúka,2,Marián,Strausz,Ing.,35,bezpečnostný technik,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525863,Krásnohorská Dlhá Lúka,3,Angelika,Szakalová,JUDr.,51,zamestnanec obecného úradu,NK/NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525871,Krásnohorské Podhradie,1,Peter,Bollo,Mgr.,49,starosta,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525871,Krásnohorské Podhradie,2,Marian,Freivolt,Ing.,56,vedúci manažér elektro oddelenia,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525871,Krásnohorské Podhradie,3,Štefan,Kún,,47,konateľ spoločnosti,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525871,Krásnohorské Podhradie,4,Katarína,Prékopová,,51,živnostníčka,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,560065,Kružná,1,Ondrej,Lipták,,53,starosta,SZÖVETSÉG - ALIANCIA,
8,Košický kraj,804,Rožňava,808,Rožňava,525898,Kunova Teplica,1,Eva,Gyenesová,,48,starostka,"SME RODINA, SZÖVETSÉG - ALIANCIA, Hlas - sociálna demokracia",
8,Košický kraj,804,Rožňava,808,Rožňava,525898,Kunova Teplica,2,Ľudovít,Milko,,67,dôchodca,"Zmena zdola, DÚ, OĽANO-NOVA-KÚ-ZMENA ZDOLA, Kresťanská únia",
8,Košický kraj,804,Rožňava,808,Rožňava,525910,Lipovník,1,Robert,Emödi,,58,technik,SZÖVETSÉG - ALIANCIA,
8,Košický kraj,804,Rožňava,808,Rožňava,525936,Lúčka,1,Jozef,Szabó,,53,starosta obce,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525952,Markuška,1,Rastislav,Hodermarský,,27,samostatne zárobkovo činná osoba,Hlas - sociálna demokracia,
8,Košický kraj,804,Rožňava,808,Rožňava,525961,Meliata,1,Csaba,Husaník,,45,starosta obce,Hlas - sociálna demokracia,
8,Košický kraj,804,Rožňava,808,Rožňava,526045,Nižná Slaná,1,Tibor,Jerga,,51,starosta,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,526045,Nižná Slaná,2,Ján,Vieloha,Ing.,59,dôchodca,SMER - SD,
8,Košický kraj,804,Rožňava,808,Rožňava,526053,Ochtiná,1,Július,Rusnák,PhDr.,42,starosta obce,"Zmena zdola, DÚ, OĽANO-NOVA-KÚ-ZMENA ZDOLA, Kresťanská únia",
8,Košický kraj,804,Rožňava,808,Rožňava,526053,Ochtiná,2,Petronela,Violová,Bc.,32,administratívna pracovníčka,SMER - SD,
8,Košický kraj,804,Rožňava,808,Rožňava,526061,Pača,1,Dana,Sústriková,Mgr.,60,administratívna pracovníčka,Hlas - sociálna demokracia,
8,Košický kraj,804,Rožňava,808,Rožňava,526061,Pača,2,Ladislav ,Zagiba,,55,starosta obce,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,526070,Pašková,1,Viliam,Kőrösi,,42,mestský policajt,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,526070,Pašková,2,Roman,Viola,,48,starosta obce,SRK,
8,Košický kraj,804,Rožňava,808,Rožňava,526088,Petrovo,1,Marian,Lipták,,60,vodič,SMER - SD,
8,Košický kraj,804,Rožňava,808,Rožňava,526088,Petrovo,2,Ľubica,Pastrnáková,Ing.,62,administratívna pracovníčka,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,
8,Košický kraj,804,Rožňava,808,Rožňava,526096,Plešivec,1,Monika,Gotthardtová,,39,administratívna pracovníčka,Hlas - sociálna demokracia,
8,Košický kraj,804,Rožňava,808,Rožňava,526096,Plešivec,2,Iveta,Šušánová,,53,starostka,SZÖVETSÉG - ALIANCIA,
8,Košický kraj,804,Rožňava,808,Rožňava,526126,Rakovnica,1,Ondrej,Doboš,,59,strojár,Hlas - sociálna demokracia,
8,Košický kraj,804,Rožňava,808,Rožňava,526126,Rakovnica,2,Radoslava,Uhrinová,Ing.,35,starostka obce,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,526134,Rejdová,1,Slávka,Krišťáková,Mgr.,48,starostka,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,526177,Rochovce,1,Eva,Kupcová,,52,vedúca predajne potravín,Hlas - sociálna demokracia,
8,Košický kraj,804,Rožňava,808,Rožňava,526177,Rochovce,2,Stanislav,Levrinc,Ing.,54,starosta obce,NK/NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,526185,Roštár,1,Jozef,Červeňák,,37,nezamestnaný,SRK,
8,Košický kraj,804,Rožňava,808,Rožňava,526185,Roštár,2,Andrej,Lalik,Mgr.,35,starosta obce,KDH,
8,Košický kraj,804,Rožňava,808,Rožňava,526185,Roštár,3,Elemír,Lalik,,25,nezamestnaný,SMER - SD,
8,Košický kraj,804,Rožňava,808,Rožňava,526193,Rozložná,1,Ondrej,Moro,,66,dôchodca,"Zmena zdola, DÚ, OĽANO-NOVA-KÚ-ZMENA ZDOLA, Kresťanská únia",
8,Košický kraj,804,Rožňava,808,Rožňava,526193,Rozložná,2,Viktor,Vápeník,,55,starosta,SMER - SD,
8,Košický kraj,804,Rožňava,808,Rožňava,525529,Rožňava,1,Pavol,Burdiga,,56,prednosta,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,525529,Rožňava,2,Michal,Domik,,47,primátor mesta,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,526207,Rožňavské Bystré,1,Róbert,Bezek,JUDr.,41,SZĆO,DS,
8,Košický kraj,804,Rožňava,808,Rožňava,526207,Rožňavské Bystré,2,Marek,Ďurský,,50,štátny zamestnanec,"SME RODINA, SMER - SD",
8,Košický kraj,804,Rožňava,808,Rožňava,526207,Rožňavské Bystré,3,Ján,Gonos,Ing.,41,štátny zamestnanec,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,526207,Rožňavské Bystré,4,Marek,Šoltés,,49,nezamestnaný,Hlas - sociálna demokracia,
8,Košický kraj,804,Rožňava,808,Rožňava,526207,Rožňavské Bystré,5,Ján,Tomko,,42,vodič autobusu,"Zmena zdola, DÚ, OĽANO-NOVA-KÚ-ZMENA ZDOLA, Kresťanská únia",
8,Košický kraj,804,Rožňava,808,Rožňava,526207,Rožňavské Bystré,6,Miloš,Uhrín,,47,vodič,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,526215,Rudná,1,Henrieta,Horváthová,Mgr.,50,starostka,SZÖVETSÉG - ALIANCIA,
8,Košický kraj,804,Rožňava,808,Rožňava,526215,Rudná,2,Ildikó,Iglaiová,,44,účtovníčka,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,526215,Rudná,3,Erik,Tokár,,46,dôchodca,"Zmena zdola, DÚ, OĽANO-NOVA-KÚ-ZMENA ZDOLA, Kresťanská únia",
8,Košický kraj,804,Rožňava,808,Rožňava,526223,Silica,1,Tomáš,Várady,"Ing., PhD.",39,starosta obce,SZÖVETSÉG - ALIANCIA,
8,Košický kraj,804,Rožňava,808,Rožňava,526231,Silická Brezová,1,Magdaléna,Farkasová,,44,zootechnička,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,526231,Silická Brezová,2,Alžbeta,Sanislóová,,62,starostka,SZÖVETSÉG - ALIANCIA,
8,Košický kraj,804,Rožňava,808,Rožňava,526240,Silická Jablonica,1,Bartolomej,Angyal,Ing.,34,starosta obce,SZÖVETSÉG - ALIANCIA,
8,Košický kraj,804,Rožňava,808,Rožňava,526266,Slavec,1,Gejza,Ambrúš,,54,starosta obce,SZÖVETSÉG - ALIANCIA,
8,Košický kraj,804,Rožňava,808,Rožňava,526274,Slavoška,1,Peter,Gajdoš,,35,mechanik opravár,NK/NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,526274,Slavoška,2,Tomáš,Gallo,,25,podnikateľ,Hlas - sociálna demokracia,
8,Košický kraj,804,Rožňava,808,Rožňava,526274,Slavoška,3,Ján,Jakubovský,,47,starosta,SMER - SD,
8,Košický kraj,804,Rožňava,808,Rožňava,526274,Slavoška,4,Tibor,Kliment,,57,dôchodca,KDH,
8,Košický kraj,804,Rožňava,808,Rožňava,526282,Slavošovce,1,Zuzana,Felezká,Bc.,61,terénna pracovníčka,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,526282,Slavošovce,2,Erik,Karalo,,37,predavač,KDH,
8,Košický kraj,804,Rožňava,808,Rožňava,526282,Slavošovce,3,Angela,Kolesárová,Ing.,52,referentka obecného úradu,Hlas - sociálna demokracia,
8,Košický kraj,804,Rožňava,808,Rožňava,526291,Stratená,1,Ján,Ambroz,,38,kuriér,SOM Slovensko,
8,Košický kraj,804,Rožňava,808,Rožňava,526291,Stratená,2,Erika,Oravcová,Mgr.,59,invalidný dôchodca,Hlas - sociálna demokracia,
8,Košický kraj,804,Rožňava,808,Rožňava,526291,Stratená,3,Daša,Ovšonková,,43,starostka,NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,526312,Štítnik,1,Ladislav,Belányi,,47,starosta,KDH,
8,Košický kraj,804,Rožňava,808,Rožňava,526312,Štítnik,2,Eduard,Kručko,Ing.,43,učiteľ,Progresívne Slovensko,
8,Košický kraj,804,Rožňava,808,Rožňava,526312,Štítnik,3,Diana,Kupcová,Bc.,51,vedúca obecného úradu,NK/NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,526312,Štítnik,4,Ján,Sisik,Ing.,61,opatrovateľ,SME RODINA,
8,Košický kraj,804,Rožňava,808,Rožňava,526339,Vlachovo,1,Peter,Pakes,Ing.,49,starosta,Hlas - sociálna demokracia,
8,Košický kraj,804,Rožňava,808,Rožňava,526339,Vlachovo,2,Radko,Sekerka,,46,zoraďovač profilovacej linky,SMER - SD,
8,Košický kraj,804,Rožňava,808,Rožňava,526339,Vlachovo,3,Jana,Teplická,Mgr.,40,"ekonómka, účtovníčka",NEKA,
8,Košický kraj,804,Rožňava,808,Rožňava,526347,Vyšná Slaná,1,Dušan,Gallo,Ing.,59,starosta,SMER - SD,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,526509,Gelnica,1,Jozef,Papcun,Ing.,61,nezamestnaný,SNS,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,526509,Gelnica,2,Dušan,Tomaško,"Ing., MBA",35,primátor mesta,NEKA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,526541,Helcmanovce,1,Anton,Golitko,,57,konateľ spoločnosti,NEKA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,526541,Helcmanovce,2,Tibor,Theis,,59,starosta obce,"Hlas - sociálna demokracia, SME RODINA",
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,526541,Helcmanovce,3,Blanka,Vargová,Mgr.,61,riaditeľka centra pre deti a rodiny,NEKA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,526550,Henclová,1,Dominika,Sopková,,25,rodičovská dovolenka,NEKA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,526550,Henclová,2,Lýdia,Šomšáková,,59,starostka obce,Hlas - sociálna demokracia,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543144,Hrišovce,1,Milan,Michlík,,46,mechanik,NEKA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543187,Jaklovce,1,Matúš,Fedor,"PhDr., Mgr.",51,starosta obce,NEKA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543187,Jaklovce,2,Martin,Pribičko,,41,obchodný manager,NEKA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543233,Kluknava,1,Marek,Balčák,Ing.,33,hasič-záchranár,SME RODINA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543233,Kluknava,2,Ján,Kaľavský,Ing.,60,predseda urbárskej spoločnosti pozemkového spoločenstva,SMER - SD,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543233,Kluknava,3,Zuzana,Lenártová,PaedDr.,42,učiteľka,Hlas - sociálna demokracia,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543233,Kluknava,4,Jozef,Magda,Ing.,40,projektový manažér,NEKA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543233,Kluknava,5,Radovan,Zimmermann,,42,grafik,KDH,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543233,Kluknava,6,Jela,Zimmermannová,RNDr.,44,riaditeľka základnej školy,NEKA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543241,Kojšov,1,Tatiana,Andrašková,MVDr.,58,vedúca mliekarne,KDH,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543241,Kojšov,2,Anton,Bašniar,"Ing., MBA.",39,starosta obce,"Hlas - sociálna demokracia, SMER - SD, SME RODINA",
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543241,Kojšov,3,Marek,Gallo,,47,kontrolór kvality,DOBRÁ VOĽBA a Umiernení,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543322,Margecany,1,Jaroslav,Očvár,Bc.,40,regionálny manažér,NEKA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543322,Margecany,2,Igor,Petrik,Ing.,58,starosta,NEKA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543365,Mníšek nad Hnilcom,1,Ľudovít,Kujnisch,Ing.,59,starosta obce,NEKA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543373,Nálepkovo,1,Marek,Horváth,,32,SZČO,NEKA,X
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543373,Nálepkovo,2,Ondrej,Klekner,,47,starosta,SaS,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543373,Nálepkovo,3,Marek,Kulík,,34,vlakvedúci,Progresívne Slovensko,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543373,Nálepkovo,4,Jozef,Mako,Mgr.,47,terénny sociálny pracovník,SPOLU,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543373,Nálepkovo,5,Jozef,Mozgi,,40,SZČO,SNS,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543373,Nálepkovo,6,Milan,Rusnák,,45,robotník,SRK,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543497,Prakovce,1,Radoslav,Blaškovan,Ing.,46,odborný inšpektor,NEKA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543497,Prakovce,2,František,Luščák,,49,výsluhový dôchodca,NEKA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543497,Prakovce,3,Jozef,Nižník,,70,dôchodca,SRK,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543497,Prakovce,4,Jozef,Oravec,,51,steward,ĽS Naše Slovensko,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543497,Prakovce,5,Róbert,Weisz,Mgr.,33,policajt,NEKA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543501,Richnava,1,Peter,Biroš,,41,živnostník,NEKA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543501,Richnava,2,Ivan,Dunka,,56,starosta obce,SRK,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543501,Richnava,3,Jozef,Gabčo,,40,živnostník,SaS,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543501,Richnava,4,Pavol,Gabčo,,43,nezamestnaný,PRINCÍP,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543501,Richnava,5,Milan,Holub,,36,pracovník poriadkovej služby,SMER - SD,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543551,Smolnícka Huta,1,Marián,Pohly,,59,starosta obce,NEKA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543560,Smolník,1,Radoslav,Dlugoš,,46,starosta obce,NEKA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543560,Smolník,2,Lenka,Hudáková,Mgr.,31,administratívna pracovníčka,NEKA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543560,Smolník,3,Slávka,Mrázová,Mgr.,49,samostatná referentka školského úradu,Kresťanská únia,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543560,Smolník,4,Miroslav,Tomáš,,47,SZČO,NEKA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543632,Stará Voda,1,Ján,Jarábek,,62,dôchodca,Hlas - sociálna demokracia,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543659,Švedlár,1,Lukáš,Ivančo,Ing.,31,lesný inžinier,DOBRÁ VOĽBA a Umiernení,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543659,Švedlár,2,Vladimír,Končík,,65,starosta obce,"KDH, SaS, ŠANCA",
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543659,Švedlár,3,Jarmila,Lapšanská,,61,živnostníčka,SME RODINA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543659,Švedlár,4,Arpád,Plachetka,Mgr.,42,administratívny pracovník,Hlas - sociálna demokracia,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543683,Úhorná,1,Mikuláš,Fedoronko,Ing.,75,dôchodca,OĽANO-NOVA-KÚ-ZMENA ZDOLA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543683,Úhorná,2,Roman,König,,49,starosta obce,NEKA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543705,Veľký Folkmar,1,Milan,Grega,,62,obchodný zástupca,NEKA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,543705,Veľký Folkmar,2,Imrich,Tomaško,Bc.,31,SZČO,NEKA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,526631,Závadka,1,Matej,Drab,Ing. arch.,29,architekt,KDH,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,526631,Závadka,2,Martina,Turčanová,,42,nezamestnaná,SMER - SD,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,526649,Žakarovce,1,Mária,Falatková,,72,dôchodkyňa,NEKA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,526649,Žakarovce,2,Jozef,Luščak,,31,SZČO,NEKA,
8,Košický kraj,805,Spišská Nová Ves,801,Gelnica,526649,Žakarovce,3,Štefan,Tulipán,Ing.,62,starosta obce,SMER - SD,
8,Košický kraj,805,Spišská Nová Ves,810,Spišská Nová Ves,526363,Arnutovce,1,Zuzana,Toporcerová,Mgr.,43,starostka obce,NEKA,
8,Košický kraj,805,Spišská Nová Ves,810,Spišská Nová Ves,526398,Betlanovce,1,Slávka,Kremnická,Ing.,44,vedúca učtárne,"Hlas - sociálna demokracia, SMER - SD, SNS",
8,Košický kraj,805,Spišská Nová Ves,810,Spišská Nová Ves,526398,Betlanovce,2,Zoltán,Varga,Ing.,43,starosta,SaS,
8,Košický kraj,805,Spišská Nová Ves,810,Spišská Nová Ves,526436,Bystrany,1,Gejza,Kandráč,,46,robotník,SaS,
8,Košický kraj,805,Spišská Nová Ves,810,Spišská Nová Ves,526436,Bystrany,2,Marián,Pavľák,Bc.,46,SZČO - lektor,Hlas - sociálna demokracia,
8,Košický kraj,805,Spišská Nová Ves,810,Spišská Nová Ves,526436,Bystrany,3,František,Žiga,,62,starosta obce,SRK,
8,Košický kraj,805,Spišská Nová Ves,810,Spišská Nová Ves,526436,Bystrany,4,Štefan,Žiga,,48,podnikateľ,Slovenský PATRIOT,
8,Košický kraj,805,Spišská Nová Ves,810,Spišská Nová Ves,526444,Danišovce,1,Ján,Olekšák,Mgr.,49,"projektový manažér, konateľ",SMER - SD,
8,Košický kraj,805,Spišská Nová Ves,810,Spišská Nová Ves,526444,Danišovce,2,Miroslav,Výrostek,,64,starosta,"Hlas - sociálna demokracia, SNS, SME RODINA, KDH",
